policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,variant,decode_mean_est,normalized_value
Heuristic-TVD,4336.664397003011,100209.85235541346,260,385.42250905928256,136511684238.74997,0.0,100.0,0.6464847392303151,1.2473552171412545,0,0,260,0,0,0,100.0,0.0,0.0,0.0,49790.14764458655,49790.14764458655,0.0,0.013421154961598894,,,,,6,cap-64,171,1.0
Deadline-Energy,3776.218957938042,45015.6640072,260,173.13716925846154,136511684238.74997,94917012113.92496,30.46967910239732,14.60893868356937,73.92129724806482,0,0,66,1,193,0,25.384615384615383,0.38461538461538464,74.23076923076923,0.0,104984.33599280003,104984.33599280003,0.0,0.009695000727123652,,,,,6,cap-128,171,0.895587061679113
Priority-Aware,3610.4379929563715,53048.21371151998,260,204.03159119815376,136511684238.74997,79932607445.38664,41.446325352202265,21.359685439153196,77.95723821033201,0,0,77,17,166,0,29.615384615384617,6.538461538461538,63.84615384615385,0.0,96951.78628848,96951.78628848,0.0,0.0014265389136898403,,,,,6,cap-128,171,0.8562696150574972
Heuristic-TVD,4216.4733274039345,148755.21059573322,260,572.1354253682047,136511684238.74997,16512610015.213205,87.9038852188405,0.7446506742354055,50.60239082016128,0,0,220,0,40,0,84.61538461538461,0.0,15.384615384615385,0.0,1244.7894042667776,1244.7894042667776,0.0,0.013469231131379135,,,,,6,cap-128,171,1.0
Deadline-Energy,3774.4549894033107,59623.26823472,260,229.32026244123077,136511684238.74997,94917012113.92496,30.46967910239732,14.60893868356937,73.92129724806482,0,0,66,1,193,0,25.384615384615383,0.38461538461538464,74.23076923076923,0.0,90376.73176528004,90376.73176528004,0.0,0.009524232098976007,,,,,6,cap-256,171,0.954223681049816
Priority-Aware,3607.574591128856,72969.55644367999,260,280.65214016799996,136511684238.74997,79932607445.38664,41.446325352202265,21.359685439153196,77.95723821033201,0,0,77,17,166,0,29.615384615384617,6.538461538461538,63.84615384615385,0.0,77030.44355632007,77030.44355632007,0.0,0.0014788466684806806,,,,,6,cap-256,171,0.9120344833024391
Heuristic-TVD,3955.5243328804604,149715.49098826657,257,582.550548592477,136511684238.74997,41220788579.558304,69.80420481263285,1.1445659766542198,75.21373487501121,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,284.50901173332545,284.50901173332545,0.0,0.013982308715080412,,,,,6,cap-256,171,1.0
Deadline-Energy,3883.0840761585364,71262.57109365333,260,274.08681189866667,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,78737.42890634667,78737.42890634667,0.0,0.009394999674091546,,,,,7,known,171,0.9456882004482678
Priority-Aware,3909.780591382479,101200.58414975999,260,389.2330159606154,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,48799.41585024003,48799.41585024003,0.0,0.0014873083833103569,,,,,7,known,171,0.9521898828597767
Heuristic-TVD,4106.0933977159775,149688.3898704532,258,580.1875576374155,139247165035.33093,47359515028.27628,65.98888385536623,1.0218073941260437,59.41933453479224,0,0,169,1,90,0,65.0,0.38461538461538464,34.61538461538461,0.0,311.6101295466981,311.6101295466981,0.0,0.013413075178575058,,,,,7,known,171,1.0
Deadline-Energy,3883.0840761585364,71262.57109365333,260,274.08681189866667,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,78737.42890634667,78737.42890634667,0.0,0.009123461719494887,,,,,7,expected-only,171,0.9555571701424238
Priority-Aware,3909.780591382479,101200.58414975999,260,389.2330159606154,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,48799.41585024003,48799.41585024003,0.0,0.0013938465809377914,,,,,7,expected-only,171,0.9621267025140462
Heuristic-TVD,4063.6857714957764,149226.36980906661,256,582.9155070666665,139247165035.33093,53793101828.59264,61.368619738187256,1.079645548510546,60.30949679558471,0,0,158,2,100,0,60.76923076923077,0.7692307692307693,38.46153846153846,0.0,773.6301909333728,773.6301909333728,0.0,0.013605385230710873,,,,,7,expected-only,171,1.0
Deadline-Energy,3883.0840761585364,71262.57109365333,260,274.08681189866667,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,78737.42890634667,78737.42890634667,0.0,0.009530385880050464,,,,,7,noisy-estimate,171,0.949529908783614
Priority-Aware,3909.780591382479,101200.58414975999,260,389.2330159606154,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,48799.41585024003,48799.41585024003,0.0,0.001435382896138785,,,,,7,noisy-estimate,171,0.9560580032488021
Heuristic-TVD,4089.480531616875,149592.48270991986,257,582.0719171592212,139247165035.33093,49956962293.43461,64.12353365990676,1.0218073941260324,61.016375430692364,0,0,169,1,90,0,65.0,0.38461538461538464,34.61538461538461,0.0,407.51729008003247,407.51729008003247,0.0,0.013259230203962384,,,,,7,noisy-estimate,171,1.0
Deadline-Energy,3890.2418167150695,26384.142869973348,260,101.47747257682057,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,123615.85713002675,123615.85713002675,0.0,0.009737308741582988,,,,,7,cap-64,171,0.8740231268063777
Priority-Aware,3920.244580400487,37851.18994112,260,145.58149977353847,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,112148.81005888026,112148.81005888026,0.0,0.0016253864697109049,,,,,7,cap-64,171,0.8807638669877437
Heuristic-TVD,4450.9598171958605,97152.48332266677,260,373.66339739487216,139247165035.33093,0.0,100.0,0.582986601118076,1.352428617201373,0,0,260,0,0,0,100.0,0.0,0.0,0.0,52847.516677333195,52847.516677333195,0.0,0.013400383110050686,,,,,7,cap-64,171,1.0
Deadline-Energy,3886.8905189525244,47958.76371370667,260,184.45678351425641,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,102041.23628629338,102041.23628629338,0.0,0.011985768147636779,,,,,7,cap-128,171,0.8949117836839935
Priority-Aware,3915.243240299081,68493.50563743999,260,263.43656014399994,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,81506.49436256014,81506.49436256014,0.0,0.0014707689003374141,,,,,7,cap-128,171,0.9014396712869045
Heuristic-TVD,4343.322537280437,143776.56859546655,260,552.9868022902559,139247165035.33093,23088250110.694588,83.41923147603296,0.6962143345558313,30.59406362621026,0,0,219,1,40,0,84.23076923076923,0.38461538461538464,15.384615384615385,0.0,6223.431404533465,6223.431404533465,0.0,0.015160385429715881,,,,,7,cap-128,171,1.0
Deadline-Energy,3883.0840761585364,71262.57109365333,260,274.08681189866667,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,78737.42890634667,78737.42890634667,0.0,0.010101539149987869,,,,,7,cap-256,171,0.9456882004482678
Priority-Aware,3909.780591382479,101200.58414975999,260,389.2330159606154,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.0,0.0,48799.41585024003,48799.41585024003,0.0,0.001478075640849196,,,,,7,cap-256,171,0.9521898828597767
Heuristic-TVD,4106.0933977159775,149688.3898704532,258,580.1875576374155,139247165035.33093,47359515028.27628,65.98888385536623,1.0218073941260437,59.41933453479224,0,0,169,1,90,0,65.0,0.38461538461538464,34.61538461538461,0.0,311.6101295466981,311.6101295466981,0.0,0.014263077621133281,,,,,7,cap-256,171,1.0
Deadline-Energy,3807.586330320566,73051.95887727995,260,280.96907260492287,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,76948.04112272005,76948.04112272005,0.0,0.009628077588366488,,,,,8,known,171,0.9920789887534683
Priority-Aware,3757.5334994027057,87253.41095210667,259,336.88575657184043,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,62746.589047893365,62746.589047893365,0.0,0.0014196148885485644,,,,,8,known,171,0.9790375610422131
Heuristic-TVD,3837.9870690586226,149719.9602573866,257,582.567938744695,147675122448.8456,61385932170.2414,58.43177161305191,1.1445659766542424,75.53968085804092,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,280.0397426132629,280.0397426132629,0.0,0.013181153917685151,,,,,8,known,171,1.0
Deadline-Energy,3807.586330320566,73051.95887727995,260,280.96907260492287,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,76948.04112272005,76948.04112272005,0.0,0.009887306077871472,,,,,8,expected-only,171,0.9900446016609312
Priority-Aware,3757.5334994027057,87253.41095210667,259,336.88575657184043,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,62746.589047893365,62746.589047893365,0.0,0.0017157704300748615,,,,,8,expected-only,171,0.9770299170946319
Heuristic-TVD,3845.8735333063123,149866.49753055995,259,578.6351256006176,147675122448.8456,62439122468.225555,57.71859103089327,1.167008446784708,74.00152735100038,0,1,151,0,109,0,58.07692307692308,0.0,41.92307692307692,0.0,133.50246943992886,133.50246943992886,0.0,0.013762308718959013,,,,,8,expected-only,171,1.0
Deadline-Energy,3807.586330320566,73051.95887727995,260,280.96907260492287,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,76948.04112272005,76948.04112272005,0.0,0.00976846260108197,,,,,8,noisy-estimate,171,0.9927017704912278
Priority-Aware,3757.5334994027057,87253.41095210667,259,336.88575657184043,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,62746.589047893365,62746.589047893365,0.0,0.0014761545641634327,,,,,8,noisy-estimate,171,0.979652155969139
Heuristic-TVD,3835.5792681183825,149858.59955584002,258,580.8472851001551,147675122448.8456,59262423257.32558,59.86973142490268,1.1445659766542424,75.31266929876047,0,0,158,2,100,0,60.76923076923077,0.7692307692307693,38.46153846153846,0.0,141.40044415992833,141.40044415992833,0.0,0.013960768186594717,,,,,8,noisy-estimate,171,1.0
Deadline-Energy,3813.6255433029405,27563.159799626686,260,106.01215307548726,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,122436.84020037348,122436.84020037348,0.0,0.010159615172037425,,,,,8,cap-64,171,0.8870788991389904
Priority-Aware,3765.3412636573335,32317.513709226696,259,124.77804520936948,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,117682.48629077333,117682.48629077333,0.0,0.002300000498787715,,,,,8,cap-64,171,0.8758476009563566
Heuristic-TVD,4299.082693776722,95602.09647360012,260,367.7003710523081,147675122448.8456,0.0,100.0,0.582986601118076,1.2473552171412545,0,0,260,0,0,0,100.0,0.0,0.0,0.0,54397.90352639981,54397.90352639981,0.0,0.01626884600577446,,,,,8,cap-64,171,1.0
Deadline-Energy,3810.7058083563015,50068.42816687999,260,192.57087756492302,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,99931.57183311998,99931.57183311998,0.0,0.010249999804028239,,,,,8,cap-128,171,0.9063753239340256
Priority-Aware,3761.460079833273,59397.51219253333,259,229.33402390939509,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,90602.48780746665,90602.48780746665,0.0,0.0014811535947956145,,,,,8,cap-128,171,0.8946622410073539
Heuristic-TVD,4204.335342908872,146541.4854817066,260,563.6210980065638,147675122448.8456,21635210796.312496,85.34945464236408,0.6962143345558767,28.773173121094793,0,0,221,0,39,0,85.0,0.0,15.0,0.0,3458.5145182933793,3458.5145182933793,0.0,0.013407690969940562,,,,,8,cap-128,171,1.0
Deadline-Energy,3807.586330320566,73051.95887727995,260,280.96907260492287,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,76948.04112272005,76948.04112272005,0.0,0.009708460577083034,,,,,8,cap-256,171,0.9920789887534683
Priority-Aware,3757.5334994027057,87253.41095210667,259,336.88575657184043,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076923,0.0,62746.589047893365,62746.589047893365,0.0,0.0018649995371770973,,,,,8,cap-256,171,0.9790375610422131
Heuristic-TVD,3837.9870690586226,149719.9602573866,257,582.567938744695,147675122448.8456,61385932170.2414,58.43177161305191,1.1445659766542424,75.53968085804092,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,280.0397426132629,280.0397426132629,0.0,0.013948077461324059,,,,,8,cap-256,171,1.0
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.010664613980155151,,,,,9,known,171,0.9916659151008066
Priority-Aware,3933.4652272263816,80627.39004437336,260,310.10534632451294,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.0015311556545874248,,,,,9,known,171,0.9781293073937917
Heuristic-TVD,4021.416388909796,149539.87916986653,257,581.8672341239943,145047080871.27374,40555041023.97266,72.04008465364124,0.9832486245364028,70.43976702267629,0,0,172,1,87,0,66.15384615384616,0.38461538461538464,33.46153846153846,0.0,460.12083013330334,460.12083013330334,0.0,0.013211154705808999,,,,,9,known,171,1.0
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.009961155032774864,,,,,9,expected-only,171,0.9899293362089979
Priority-Aware,3933.4652272263816,80627.39004437336,260,310.10534632451294,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.0014619223433188521,,,,,9,expected-only,171,0.9764164334482283
Heuristic-TVD,4028.4709397355123,149915.19431029327,258,581.0666446135398,145047080871.27374,44293441830.5415,69.46271406189071,0.9832486245364028,68.81736296693157,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,84.80568970662193,84.80568970662193,0.0,0.015118461697756384,,,,,9,expected-only,171,1.0
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.010223846206477342,,,,,9,noisy-estimate,171,0.9979552322734419
Priority-Aware,3933.4652272263816,80627.39004437336,260,310.10534632451294,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.0014088460235283352,,,,,9,noisy-estimate,171,0.9843327730533171
Heuristic-TVD,3996.072603602443,149344.63247146655,256,583.3774705916662,145047080871.27374,36630579949.04901,74.74573102125517,0.9832486245364028,70.43976702267629,0,1,172,2,86,0,66.15384615384616,0.7692307692307693,33.07692307692308,0.0,655.3675285333054,655.3675285333054,0.0,0.013161923785586484,,,,,9,noisy-estimate,171,1.0
Deadline-Energy,3993.8364204631503,25798.306728746673,260,99.22425664902566,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,124201.69327125346,124201.69327125346,0.0,0.01121846278412984,,,,,9,cap-64,171,0.8973362475885042
Priority-Aware,3941.4925469119084,32523.19443637335,260,125.08920937066672,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,117476.8055636267,117476.8055636267,0.0,0.0016434615155538688,,,,,9,cap-64,171,0.8855756119159817
Heuristic-TVD,4450.769074799064,94745.66898261347,260,364.40641916389797,145047080871.27374,0.0,100.0,0.582986601118076,1.3496893400495655,0,0,260,0,0,0,100.0,0.0,0.0,0.0,55254.33101738648,55254.33101738648,0.0,0.01360422992057955,,,,,9,cap-64,171,1.0
Deadline-Energy,3990.6064138275547,46741.658169173345,260,179.7756083429744,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,103258.34183082667,103258.34183082667,0.0,0.00993115334914854,,,,,9,cap-128,171,0.9149238580152822
Priority-Aware,3937.2340969572087,58080.414146986666,260,223.38620825764102,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,91919.5858530134,91919.5858530134,0.0,0.0014676916180178523,,,,,9,cap-128,171,0.9026872200213603
Heuristic-TVD,4361.681443616807,149759.79370986653,260,575.9992065764097,145047080871.27374,14758355403.767519,89.82512759642142,0.6962143345558616,32.39952093964011,0,0,229,0,31,0,88.07692307692308,0.0,11.923076923076923,0.0,240.20629013348832,240.20629013348832,0.0,0.013736153778154403,,,,,9,cap-128,171,1.0
Deadline-Energy,3987.9015633096137,64223.37783562667,260,247.0129916754872,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,85776.62216437332,85776.62216437332,0.0,0.010009229187674534,,,,,9,cap-256,171,0.9916659151008066
Priority-Aware,3933.4652272263816,80627.39004437336,260,310.10534632451294,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.3076923076923075,63.84615384615385,0.0,69372.60995562666,69372.60995562666,0.0,0.0021088467642235067,,,,,9,cap-256,171,0.9781293073937917
Heuristic-TVD,4021.416388909796,149539.87916986653,257,581.8672341239943,145047080871.27374,40555041023.97266,72.04008465364124,0.9832486245364028,70.43976702267629,0,0,172,1,87,0,66.15384615384616,0.38461538461538464,33.46153846153846,0.0,460.12083013330334,460.12083013330334,0.0,0.013866539274413999,,,,,9,cap-256,171,1.0
