policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,profile_label,profile_source,memory_gb,quant_used,normalized_value
Energy-WSRPT,2667.9526865513394,149779.0463734079,255,587.368809307482,145714942829.99643,105717435920.94403,27.449145662237896,25.533204001875248,79.12383896813532,0,0,53,18,189,0,20.384615384615383,6.923076923076923,72.6923076923077,0.0,220.95362659197696,220.95362659197696,0.0,0.011833077139901714,,,,,3,Orin AGX literature,literature-derived,16,INT4,0.7996338949445122
Heuristic-TVD,3143.967280018152,148649.49519110407,255,582.9391968278591,145714942829.99643,103310293923.51273,29.10109840687829,20.560191933457887,78.9210614943185,0,0,66,6,188,0,25.384615384615383,2.307692307692308,72.3076923076923,0.0,1350.504808895947,1350.504808895947,0.0,0.0138753839284898,,,,,3,Orin AGX literature,literature-derived,16,INT4,0.9423041174499633
Deadline-Energy,3371.7868417403483,149376.88895119986,259,576.7447449853277,143751290598.0329,97334725231.4237,32.28949470540917,16.95631204424277,726.8310659363178,0,0,61,19,180,0,23.46153846153846,7.307692307692308,69.23076923076923,0.0,623.1110487999285,623.1110487999285,0.0,0.009755384459052809,,,,,4,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,3021.959357160965,149993.3360013759,259,579.1248494261617,143751290598.0329,90206925232.46498,37.24791975279881,23.087497311218975,726.9090733329451,0,0,60,26,174,0,23.076923076923077,10.0,66.92307692307692,0.0,6.663998623912363,6.663998623912363,0.0,0.0015703835882819616,,,,,4,Orin AGX literature,literature-derived,16,INT4,0.8962486358126898
Energy-WSRPT,2598.661170154912,149635.46115945597,259,577.7430932797528,143751290598.0329,102146754609.87085,28.94202606117775,20.713682162817108,726.9090733329451,0,0,55,12,193,0,21.153846153846153,4.615384615384616,74.23076923076923,0.0,364.53884054398964,364.53884054398964,0.0,0.011767691243081711,,,,,4,Orin AGX literature,literature-derived,16,INT4,0.770707429658754
Heuristic-TVD,3088.621669126095,149018.07892560007,259,575.35937809112,143751290598.0329,89267946356.51161,37.90111658466518,16.33958672847657,726.9090733329451,0,0,75,3,182,0,28.846153846153843,1.153846153846154,70.0,0.0,981.9210743999154,981.9210743999154,0.0,0.013531537730999004,,,,,4,Orin AGX literature,literature-derived,16,INT4,0.9160192545065816
Deadline-Energy,3504.4160350007655,146991.59098691202,260,565.3522730265847,145966253614.7567,115042162606.88376,21.185781125471483,16.206098970559488,71.52175526324095,0,0,58,2,200,0,22.30769230769231,0.7692307692307693,76.92307692307693,0.0,3008.409013087944,3008.409013087944,0.0,0.00936538607885058,,,,,5,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,2987.345133843095,149795.88815974374,259,578.3625025472732,145966253614.7567,101279501165.09184,30.61444090193953,22.585919844560884,75.64213874690826,0,0,57,37,166,0,21.923076923076923,14.23076923076923,63.84615384615384,0.0,204.11184025598035,204.11184025598035,0.0,0.001418075743668641,,,,,5,Orin AGX literature,literature-derived,16,INT4,0.8524516221837349
Energy-WSRPT,2782.1176654308133,149506.06996883202,259,577.2435133931738,145966253614.7567,105883930324.2393,27.459993181920794,19.23022198036718,72.68886131400798,0,0,59,14,187,0,22.692307692307693,5.384615384615385,71.92307692307692,0.0,493.93003116805426,493.93003116805426,0.0,0.012242307667083178,,,,,5,Orin AGX literature,literature-derived,16,INT4,0.7938890924034382
Heuristic-TVD,3209.6216503670703,149900.0134325121,259,578.7645306274597,145966253614.7567,100052773728.87672,31.45485942734252,14.768463473285616,71.68310765675585,0,0,71,10,179,0,27.307692307692307,3.8461538461538463,68.84615384615384,0.0,99.9865674879718,99.9865674879718,0.0,0.013868460351099761,,,,,5,Orin AGX literature,literature-derived,16,INT4,0.9158791702556427
Deadline-Energy,3506.2848167332945,149183.646746304,258,578.2311889391628,136511684238.74997,94917012113.92496,30.46967910239732,16.20934339687495,76.09460045137142,0,0,61,6,193,0,23.46153846153846,2.307692307692308,74.23076923076923,0.0,816.3532536959765,816.3532536959765,0.0,0.00937461535123965,,,,,6,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,3073.347622973227,149507.17168550377,257,581.7399676478746,136511684238.74997,82787529499.12334,39.35498638026223,25.933230020658264,112.48918967135168,0,0,58,36,166,0,22.30769230769231,13.846153846153847,63.84615384615384,0.0,492.82831449592254,492.82831449592254,0.0,0.0014046165653361152,,,,,6,Orin AGX literature,literature-derived,16,INT4,0.8765253776036874
Energy-WSRPT,2782.7275719626755,149786.47130911992,257,582.8267366113615,136511684238.74997,87666930031.65176,35.78063993531274,21.34424175505516,112.48918967135168,0,0,56,19,185,0,21.53846153846154,7.307692307692308,71.15384615384616,0.0,213.52869087998792,213.52869087998792,0.0,0.012184999426468633,,,,,6,Orin AGX literature,literature-derived,16,INT4,0.793639911590315
Heuristic-TVD,3193.075136076504,149048.17868985602,257,579.9540026842647,136511684238.74997,85167819458.37755,37.61133346694,15.496189356869944,77.97047621988175,0,0,69,6,185,0,26.53846153846154,2.307692307692308,71.15384615384616,0.0,951.821310143916,951.821310143916,0.0,0.013744230874670813,,,,,6,Orin AGX literature,literature-derived,16,INT4,0.9106719228392293
Deadline-Energy,3387.7090053966604,149986.804727776,254,590.4992312117165,139247165035.33093,101877437286.58598,26.83697563197297,15.435247326070627,78.97394509599184,0,0,55,5,200,0,21.153846153846153,1.9230769230769231,76.92307692307693,0.0,13.195272223965162,13.195272223965162,0.0,0.009688845826671101,,,,,7,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,3051.182889229955,149987.4839763199,254,590.5019054185823,139247165035.33093,98960063857.1495,28.9320799945618,21.026595288296356,78.97394509599184,0,0,54,19,187,0,20.76923076923077,7.307692307692308,71.92307692307692,0.0,12.5160236799681,12.5160236799681,0.0,0.0014207681837993173,,,,,7,Orin AGX literature,literature-derived,16,INT4,0.9006626260901939
Energy-WSRPT,2676.4591281977087,149318.1568229119,254,587.8667591453225,139247165035.33093,101618857502.3879,27.022674051134665,17.221479646297908,77.5758726006289,0,0,58,19,183,0,22.30769230769231,7.307692307692308,70.38461538461539,0.0,681.8431770879488,681.8431770879488,0.0,0.0120807683113246,,,,,7,Orin AGX literature,literature-derived,16,INT4,0.7900498903341692
Heuristic-TVD,3110.928292830808,149447.33303971204,255,586.0679727047531,139247165035.33093,104310654669.0642,25.089566712113932,16.332523612474503,77.0454867734833,0,0,64,3,193,0,24.615384615384617,1.153846153846154,74.23076923076923,0.0,552.6669602879467,552.6669602879467,0.0,0.013117691000493674,,,,,7,Orin AGX literature,literature-derived,16,INT4,0.9182985574838519
Deadline-Energy,3292.939515322341,149948.1459188798,256,585.7349449956242,147675122448.8456,109058357948.78743,26.14981038084797,18.735129061470683,79.33171732849058,0,0,53,20,187,0,20.384615384615383,7.6923076923076925,71.92307692307692,0.0,51.85408111996264,51.85408111996264,0.0,0.009512692430199912,,,,,8,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,2988.683696392272,149888.7641432957,256,585.5029849347488,147675122448.8456,95475229829.91357,35.347790307073545,22.076987439100776,79.33171732849058,0,0,56,37,167,0,21.53846153846154,14.23076923076923,64.23076923076924,0.0,111.23585670393803,111.23585670393803,0.0,0.0014503845774855178,,,,,8,Orin AGX literature,literature-derived,16,INT4,0.9076035810817844
Energy-WSRPT,2649.5622024120585,149248.80053382393,256,583.0031270852497,147675122448.8456,96087681622.98495,34.93306114828545,20.512617088570067,79.44232709372092,0,0,57,20,183,0,21.923076923076923,7.6923076923076925,70.38461538461539,0.0,751.19946617601,751.19946617601,0.0,0.011922309036330821,,,,,8,Orin AGX literature,literature-derived,16,INT4,0.8046191526092142
Heuristic-TVD,3083.9864444439977,149529.5600008,256,584.099843753125,147675122448.8456,99908569546.75023,32.345700555380695,16.631873519340722,79.33171732849058,0,0,64,5,191,0,24.615384615384617,1.9230769230769231,73.46153846153847,0.0,470.4399991999394,470.4399991999394,0.0,0.014090000835354798,,,,,8,Orin AGX literature,literature-derived,16,INT4,0.9365451233142711
Deadline-Energy,3620.1130367183955,149570.52809846392,258,579.7307290638137,145047080871.27374,102072848551.6437,29.62778158753072,15.116348021824038,77.33863677693337,0,0,63,9,188,0,24.23076923076923,3.4615384615384617,72.3076923076923,0.0,429.4719015359069,429.4719015359069,0.0,0.010009231090617295,,,,,9,Orin AGX literature,literature-derived,16,INT4,1.0
Priority-Aware,3170.0815252136795,149858.09939251174,256,585.383200751999,145047080871.27374,93039620145.19319,35.85557214504447,21.204891082356184,80.06785752733217,0,0,61,33,166,0,23.46153846153846,12.692307692307692,63.84615384615384,0.0,141.90060748792868,141.90060748792868,0.0,0.0014165376062290026,,,,,9,Orin AGX literature,literature-derived,16,INT4,0.8756857846868047
Energy-WSRPT,2732.96536699259,149916.1897071999,256,585.6101160437496,145047080871.27374,93902133386.22533,35.260928505302694,21.307816568833733,79.44361286559749,0,0,60,26,174,0,23.076923076923077,10.0,66.92307692307692,0.0,83.81029279995829,83.81029279995829,0.0,0.011925383632142957,,,,,9,Orin AGX literature,literature-derived,16,INT4,0.7549392351212332
Heuristic-TVD,3238.1564592866434,149120.35550377605,256,582.5013886866252,145047080871.27374,92720810693.35088,36.075369365317556,17.544904609645954,79.80025844459772,0,0,73,5,182,0,28.076923076923077,1.9230769230769231,70.0,0.0,879.6444962238579,879.6444962238579,0.0,0.01365192247948681,,,,,9,Orin AGX literature,literature-derived,16,INT4,0.8944904279071925
Deadline-Energy,3710.100779670554,49247.4851984427,260,189.413404609395,141896346105.7374,105779966974.30736,25.452649150329123,15.415767963420148,71.4423141796664,0,0,65,0,195,0,25.0,0.0,75.0,0.0,100752.51480155735,100752.51480155735,0.0,0.00922461499263031,,,,,0,60W mobile proxy,derived-proxy,16,FP16,0.9419661579208267
Priority-Aware,3551.8931244165483,60064.39205050664,259,231.90884961585576,141896346105.7374,89315751073.92041,37.05563707231426,20.631380747971463,110.33912208829416,0,0,78,12,170,0,30.0,4.615384615384616,65.38461538461539,0.0,89935.60794949337,89935.60794949337,0.0,0.001376155369843428,,,,,0,60W mobile proxy,derived-proxy,16,FP16,0.9017984465772789
Energy-WSRPT,3499.1670534155346,149875.2243164051,254,590.0599382535634,141896346105.7374,12853766027.244349,90.94143973399706,1.2109967802605146,736.9298172144859,0,0,192,26,42,0,73.84615384615385,10.0,16.153846153846153,0.0,124.7756835948251,124.7756835948251,0.0,0.012526923315957762,,,,,0,60W mobile proxy,derived-proxy,16,FP16,0.8884117011833988
Heuristic-TVD,3938.6773595558325,149770.9587902292,255,587.3370932950164,141896346105.7374,28710402589.06892,79.76663714252749,1.7084596750819703,70.94302784773276,0,0,193,0,67,0,74.23076923076923,0.0,25.769230769230766,0.0,229.0412097707357,229.0412097707357,0.0,0.013434615147371706,,,,,0,60W mobile proxy,derived-proxy,16,FP16,1.0
Deadline-Energy,3817.506697449895,58825.292423509345,260,226.25112470580518,138183152908.2682,97623791629.69403,29.35188583046674,10.28411112853179,72.25500075728323,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,91174.70757649072,91174.70757649072,0.0,0.00903807499875816,,,,,1,60W mobile proxy,derived-proxy,16,FP16,0.9363929941059496
Priority-Aware,3674.6423916419076,68442.90101409068,260,263.2419269772718,138183152908.2682,83081342987.12921,39.87592464163695,12.934506397489773,79.30292719235098,0,0,87,10,163,0,33.46153846153846,3.8461538461538463,62.69230769230769,0.0,81557.09898590947,81557.09898590947,0.0,0.0015246137851276076,,,,,1,60W mobile proxy,derived-proxy,16,FP16,0.9013499291767452
Energy-WSRPT,3634.686993568595,149915.52162562127,257,583.3288779207054,138183152908.2682,18990731996.88767,86.25683985551082,1.2109967802605146,110.15572642322172,0,0,189,28,43,0,72.6923076923077,10.76923076923077,16.538461538461537,0.0,84.47837437880926,84.47837437880926,0.0,0.011939614621671634,,,,,1,60W mobile proxy,derived-proxy,16,FP16,0.8915493033238667
Heuristic-TVD,4076.8210799086323,149825.06013857058,259,578.4751356701566,138183152908.2682,28468811633.298813,79.39776952969251,1.3529537124370412,65.97447507219266,0,0,198,0,62,0,76.15384615384615,0.0,23.846153846153847,0.0,174.93986142946676,174.93986142946676,0.0,0.01390807626124185,,,,,1,60W mobile proxy,derived-proxy,16,FP16,1.0
Deadline-Energy,3727.4909047532487,58791.286226773336,260,226.1203316414359,143551818802.25815,100349432288.78314,30.09532507072311,12.860969370166428,71.43436513271442,0,0,71,1,188,0,27.307692307692307,0.38461538461538464,72.3076923076923,0.0,91208.71377322667,91208.71377322667,0.0,0.009360769875526715,,,,,2,60W mobile proxy,derived-proxy,16,FP16,0.9397118531007859
Priority-Aware,3530.1429592095124,57676.25365597867,260,221.83174483068717,143551818802.25815,81765352376.60277,43.0412285550808,21.402373422387853,78.4072189003879,0,0,74,15,171,0,28.46153846153846,5.769230769230769,65.76923076923077,0.0,92323.7463440214,92323.7463440214,0.0,0.0017957703676074743,,,,,2,60W mobile proxy,derived-proxy,16,FP16,0.8899598326797423
Energy-WSRPT,3528.4450310356196,149930.80876062918,253,592.6118923345027,143551818802.25815,20722081121.77678,85.56473801957094,1.210996780260454,754.0107986472566,0,0,187,24,49,0,71.92307692307692,9.230769230769232,18.846153846153847,0.0,69.19123937063057,69.19123937063057,0.0,0.012151152791025547,,,,,2,60W mobile proxy,derived-proxy,16,FP16,0.8895317797960489
Heuristic-TVD,3966.631784470498,149714.6587262186,255,587.116308730269,143551818802.25815,30763153136.23324,78.57000113763148,1.2109967802605146,67.29031196382353,0,0,196,0,64,0,75.38461538461539,0.0,24.615384615384617,0.0,285.3412737813068,285.3412737813068,0.0,0.013383462702712188,,,,,2,60W mobile proxy,derived-proxy,16,FP16,1.0
Deadline-Energy,3789.116473093127,59335.11538779734,260,228.21198226075902,145714942829.99643,109056964346.36604,25.157322764350077,15.42668608128982,77.05464053457004,0,0,73,0,187,0,28.076923076923077,0.0,71.92307692307692,0.0,90664.8846122027,90664.8846122027,0.0,0.01039076887536794,,,,,3,60W mobile proxy,derived-proxy,16,FP16,0.9247630641222028
Priority-Aware,3714.67816735186,64873.790481354656,260,249.514578774441,145714942829.99643,96411603040.62616,33.83547276060204,16.769847643845956,78.1803292091174,0,0,81,12,167,0,31.153846153846153,4.615384615384616,64.23076923076924,0.0,85126.20951864537,85126.20951864537,0.0,0.0013080773687061782,,,,,3,60W mobile proxy,derived-proxy,16,FP16,0.9065958221822458
Energy-WSRPT,3645.737666153024,149733.2897473492,255,587.1893715582321,145714942829.99643,23194069701.664684,84.08257296664154,1.3810254790145335,57.00250115110651,0,0,187,25,48,0,71.92307692307692,9.615384615384617,18.461538461538463,0.0,266.71025265068613,266.71025265068613,0.0,0.012609230515618738,,,,,3,60W mobile proxy,derived-proxy,16,FP16,0.8897703617923431
Heuristic-TVD,4097.391667226465,149596.32022074657,258,579.8306985300254,145714942829.99643,31254639853.26767,78.55083408313723,1.6603900981112019,50.39849399071793,0,0,196,0,64,0,75.38461538461539,0.0,24.615384615384617,0.0,403.67977925337345,403.67977925337345,0.0,0.014119999832473695,,,,,3,60W mobile proxy,derived-proxy,16,FP16,1.0
Deadline-Energy,3806.434570798849,62810.18081027201,260,241.5776185010462,143751290598.0329,96634432667.29465,32.77665037630138,11.325929860212394,73.14807775617477,0,0,79,1,180,0,30.384615384615383,0.38461538461538464,69.23076923076923,0.0,87189.81918972803,87189.81918972803,0.0,0.009648845745966984,,,,,4,60W mobile proxy,derived-proxy,16,FP16,0.9512092834331846
Priority-Aware,3675.0292750668455,68136.506159264,260,262.06348522793843,143751290598.0329,78843845988.82722,45.15259956218708,14.598307059213402,722.8285196627825,0,0,88,14,158,0,33.84615384615385,5.384615384615385,60.76923076923077,0.0,81863.49384073612,81863.49384073612,0.0,0.001372308403146095,,,,,4,60W mobile proxy,derived-proxy,16,FP16,0.9183717461347745
Energy-WSRPT,3579.9846719458633,149956.382493472,259,578.9821717894671,143751290598.0329,26065487768.407837,81.86764956337407,1.9475986733795403,726.9090733329451,0,0,184,12,64,0,70.76923076923077,4.615384615384616,24.615384615384617,0.0,43.6175065280745,43.6175065280745,0.0,0.012096537997981964,,,,,4,60W mobile proxy,derived-proxy,16,FP16,0.8946205671384343
Heuristic-TVD,4001.679374974501,149783.14322200522,260,576.0890123923277,143751290598.0329,27275290385.339413,81.0260552987949,1.8801061490836826,70.50945176316512,0,0,194,0,66,0,74.61538461538461,0.0,25.384615384615383,0.0,216.85677799471284,216.85677799471284,0.0,0.013323075724586558,,,,,4,60W mobile proxy,derived-proxy,16,FP16,1.0
Deadline-Energy,3689.3393988200514,47420.46411973336,260,182.38640046051293,145966253614.7567,115042162606.88376,21.185781125471483,16.026909080403055,71.36271956499577,0,0,59,1,200,0,22.692307692307693,0.38461538461538464,76.92307692307693,0.0,102579.5358802667,102579.5358802667,0.0,0.009771153809896741,,,,,5,60W mobile proxy,derived-proxy,16,FP16,0.9212896554202038
Priority-Aware,3653.9505270996874,68169.663371008,260,262.1910129654154,145966253614.7567,97435093163.56842,33.24820583480533,16.058096002124003,74.03864247899895,0,0,85,9,166,0,32.69230769230769,3.4615384615384617,63.84615384615384,0.0,81830.33662899204,81830.33662899204,0.0,0.0013476920475323612,,,,,5,60W mobile proxy,derived-proxy,16,FP16,0.9124524631999945
Energy-WSRPT,3607.2974397155367,149854.2534341545,259,578.5878510971216,145966253614.7567,29774364558.3717,79.60188480485766,1.4178459690683969,48.920870797330494,0,0,188,18,54,0,72.3076923076923,6.923076923076923,20.76923076923077,0.0,145.74656584534176,145.74656584534176,0.0,0.012335000008953592,,,,,5,60W mobile proxy,derived-proxy,16,FP16,0.9008024082296713
Heuristic-TVD,4004.537961665628,149551.5928279999,260,575.1984339538458,145966253614.7567,39293943775.9298,73.08011762798486,1.8801061490838038,48.09455961066855,0,0,190,0,70,0,73.07692307692307,0.0,26.923076923076923,0.0,448.4071720000245,448.4071720000245,0.0,0.013739616350414088,,,,,5,60W mobile proxy,derived-proxy,16,FP16,1.0
Deadline-Energy,3732.932574101109,50003.34992372269,260,192.32057662970266,136511684238.74997,94917012113.92496,30.46967910239732,14.60893868356937,73.92129724806482,0,0,66,1,193,0,25.384615384615383,0.38461538461538464,74.23076923076923,0.0,99996.65007627741,99996.65007627741,0.0,0.01050769295453882,,,,,6,60W mobile proxy,derived-proxy,16,FP16,0.9374052509119049
Priority-Aware,3546.0856070651894,61254.61400981331,260,235.59466926851275,136511684238.74997,79932607445.38664,41.446325352202265,21.359685439153196,77.95723821033201,0,0,77,17,166,0,29.615384615384617,6.538461538461539,63.84615384615384,0.0,88745.38599018673,88745.38599018673,0.0,0.001359228693987601,,,,,6,60W mobile proxy,derived-proxy,16,FP16,0.8904846798757107
Energy-WSRPT,3615.694559827465,149999.38975412262,257,583.6552130510607,136511684238.74997,24575368145.744278,81.99760827596005,1.880106149083728,110.72537450054526,0,0,180,25,55,0,69.23076923076923,9.615384615384617,21.153846153846153,0.0,0.6102458774489605,0.6102458774489605,0.0,0.011568461643316997,,,,,6,60W mobile proxy,derived-proxy,16,FP16,0.9079647164246024
Heuristic-TVD,3982.1972092323185,149580.28797336522,258,579.7685580362993,136511684238.74997,27546331822.002304,79.82126440266785,1.9538358019890438,64.87169919169492,0,0,192,0,68,0,73.84615384615385,0.0,26.153846153846157,0.0,419.7120266348484,419.7120266348484,0.0,0.014389614695504021,,,,,6,60W mobile proxy,derived-proxy,16,FP16,1.0
Deadline-Energy,3834.8593185085224,60551.46746844799,260,232.89025949403074,139247165035.33093,99881808965.40207,28.270131072284855,11.838968943251544,68.4461327724551,0,0,71,0,189,0,27.307692307692307,0.0,72.6923076923077,0.0,89448.53253155197,89448.53253155197,0.0,0.009931539086839901,,,,,7,60W mobile proxy,derived-proxy,16,FP16,0.9204069639085856
Priority-Aware,3827.1754023757267,86130.70262182395,260,331.27193316086135,139247165035.33093,77464709916.8403,44.36891415549802,9.247300119530852,72.90775365767003,0,0,101,16,143,0,38.84615384615385,6.153846153846154,55.00000000000001,0.0,63869.29737817602,63869.29737817602,0.0,0.001433461147826165,,,,,7,60W mobile proxy,derived-proxy,16,FP16,0.9185627424309994
Energy-WSRPT,3675.05181383871,149883.919490496,254,590.0941712224252,139247165035.33093,27212169609.641376,80.45764909990312,1.360422911811376,61.05644459025232,0,0,182,25,53,0,70.0,9.615384615384617,20.384615384615383,0.0,116.08050950413326,116.08050950413326,0.0,0.012300384920448638,,,,,7,60W mobile proxy,derived-proxy,16,FP16,0.8820514655795998
Heuristic-TVD,4166.482294118538,149277.10496460792,260,574.1427114023381,139247165035.33093,36562890409.7811,73.74245256590748,1.8801061490836826,49.5436301760267,0,0,195,1,64,0,75.0,0.38461538461538464,24.615384615384617,0.0,722.8950353921159,722.8950353921159,0.0,0.013846923068810541,,,,,7,60W mobile proxy,derived-proxy,16,FP16,1.0
Deadline-Energy,3750.18698325306,61368.809572298676,260,236.03388297037952,147675122448.8456,107986139264.03853,26.87587626585871,10.647973555536677,74.23923498141562,0,0,72,1,187,0,27.692307692307693,0.38461538461538464,71.92307692307692,0.0,88631.19042770134,88631.19042770134,0.0,0.009269230940844864,,,,,8,60W mobile proxy,derived-proxy,16,FP16,0.9679999664636308
Priority-Aware,3683.331717220914,74320.13883889069,259,286.9503430073,147675122448.8456,91277240214.14523,38.19050988377308,11.816140087959745,78.44504524348606,0,0,85,8,167,0,32.69230769230769,3.076923076923077,64.23076923076924,0.0,75679.8611611094,75679.8611611094,0.0,0.002231921042458942,,,,,8,60W mobile proxy,derived-proxy,16,FP16,0.950743254847375
Energy-WSRPT,3500.2006478966186,149904.76664520518,256,585.5654947078327,147675122448.8456,25801803523.75112,82.52799584934232,1.8801061490838038,78.44808184755358,0,0,176,25,59,0,67.6923076923077,9.615384615384617,22.692307692307693,0.0,95.23335479482688,95.23335479482688,0.0,0.01378538458643911,,,,,8,60W mobile proxy,derived-proxy,16,FP16,0.903473380103531
Heuristic-TVD,3874.1602408867025,149679.3200494825,259,577.9124326234846,147675122448.8456,47945822578.333725,67.5329048093784,2.0644302813469038,69.45151303904682,0,0,180,0,80,0,69.23076923076923,0.0,30.76923076923077,0.0,320.6799505174156,320.6799505174156,0.0,0.012971153885770876,,,,,8,60W mobile proxy,derived-proxy,16,FP16,1.0
Deadline-Energy,3939.318878069849,54482.20789698135,260,209.54695344992828,145047080871.27374,102072848551.6437,29.62778158753072,10.752650312716167,66.8191582745461,0,0,72,0,188,0,27.692307692307693,0.0,72.3076923076923,0.0,95517.79210301867,95517.79210301867,0.0,0.009190384522438623,,,,,9,60W mobile proxy,derived-proxy,16,FP16,0.9537326611778661
Priority-Aware,3864.4971769970484,67425.34084678399,260,259.3282340260923,145047080871.27374,88415641780.66504,39.04348763893285,11.438537449130916,76.80100423138477,0,0,88,6,166,0,33.84615384615385,2.307692307692308,63.84615384615384,0.0,82574.65915321601,82574.65915321601,0.0,0.0015496138635521324,,,,,9,60W mobile proxy,derived-proxy,16,FP16,0.9356178798446574
Energy-WSRPT,3739.6207852799926,149872.77509746124,256,585.440527724458,145047080871.27374,20195700628.710014,86.07645151670906,1.3143838679995195,70.80185814863538,0,0,190,29,41,0,73.07692307692307,11.153846153846155,15.769230769230768,0.0,127.22490253871962,127.22490253871962,0.0,0.01366230717394501,,,,,9,60W mobile proxy,derived-proxy,16,FP16,0.9053845585327883
Heuristic-TVD,4130.422537071095,149846.52988706125,259,578.5580304519739,145047080871.27374,27984987771.537216,80.70627302291363,1.7483412544217571,60.570435413467585,0,0,200,0,60,0,76.92307692307693,0.0,23.076923076923077,0.0,153.47011293871083,153.47011293871083,0.0,0.013353075281394502,,,,,9,60W mobile proxy,derived-proxy,16,FP16,1.0
