policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,dpp_energy_queue_final,dpp_bandwidth_queue_final,seed,memory_gb,normalized_value
Heuristic-TVD,4021.416388909796,149539.87916986653,257,581.8672341239943,145047080871.27374,40555041023.97266,72.04008465364124,0.9832486245364028,70.43976702267629,0,0,172,1,87,0,66.15384615384616,0.38461538461538464,33.46153846153846,0.0,460.12083013330334,460.12083013330334,0.0,0.017544232161106683,,,,,,,9,8.0,0.9238410980671121
ActiveInf-inspired,3449.199255200105,149983.1139211732,254,590.4847004770598,141896346105.7374,40953261768.87854,71.13860723491692,1.1894509169151737,736.9298172144859,0,0,153,14,93,0,58.84615384615385,5.384615384615385,35.76923076923077,0.0,16.886078826671735,16.886078826671735,0.0,0.039609230029432535,,,,,,,0,12.0,0.8803418534149196
PeakMem-inspired,3918.022574776348,149753.17699125336,254,589.5794369734384,141896346105.7374,34745586018.84185,75.51340328879903,0.6944357537499855,736.9298172144859,0,0,175,0,85,0,67.3076923076923,0.0,32.69230769230769,0.0,246.82300874667953,246.82300874667953,0.0,0.02328038356678847,,,,,,,0,12.0,1.0
PBR-adapted,3606.0342575182135,149818.60667264002,254,589.837034144252,141896346105.7374,40600266532.14116,71.38737702104963,1.0218073941260324,736.8176803410713,0,0,156,8,96,0,60.0,3.076923076923077,36.92307692307692,0.0,181.39332736005818,181.39332736005818,0.0,6.141217308042822,,,,,,,0,12.0,0.9203709750763895
Heuristic-TVD,3882.4923318618953,149952.72988789337,255,588.0499211289936,141896346105.7374,42621549426.45103,69.96289855505471,1.0218073941260324,76.23202046570702,0,0,168,0,92,0,64.61538461538461,0.0,35.38461538461539,0.0,47.27011210666029,47.27011210666029,0.0,0.020197691740647245,,,,,,,0,12.0,0.990931588004829
ActiveInf-inspired,3627.2632596596977,149984.4624849066,257,583.5971302914654,138183152908.2682,42908622373.47966,68.94800743042518,1.1121057625823898,111.78914483510077,0,0,161,2,97,0,61.92307692307692,0.7692307692307693,37.30769230769231,0.0,15.537515093307604,15.537515093307604,0.0,0.04361461603996129,,,,,,,1,12.0,0.8877020961238532
PeakMem-inspired,4086.1267259569677,149943.58334357335,257,583.4380674847212,138183152908.2682,35805914351.0819,74.08807542924471,0.6502542858623808,104.38164588775685,0,0,176,0,84,0,67.6923076923077,0.0,32.30769230769231,0.0,56.41665642661087,56.41665642661087,0.0,0.022752693285628293,,,,,,,1,12.0,1.0
PBR-adapted,3805.818738743959,149897.76833706658,257,583.2597989769127,138183152908.2682,41999740976.53451,69.60574419342154,0.7927439326949752,111.78914483510077,0,0,161,4,95,0,61.92307692307692,1.5384615384615385,36.53846153846154,0.0,102.2316629333128,102.2316629333128,0.0,6.26838230751813,,,,,,,1,12.0,0.9314000749334662
Heuristic-TVD,3950.892861546158,149571.7581421866,258,579.7354966751418,138183152908.2682,39288217251.275154,71.56801214591164,0.9832486245364028,79.30292719235098,0,0,169,0,91,0,65.0,0.0,35.0,0.0,428.24185781330334,428.24185781330334,0.0,0.01793192339111836,,,,,,,1,12.0,0.9669041433414824
ActiveInf-inspired,3459.2130609632045,149995.79092005303,253,592.8687388144389,143551818802.25815,38912596455.76406,72.8929965635852,1.0218073941260324,754.0107986472566,0,0,158,21,81,0,60.76923076923077,8.076923076923077,31.153846153846153,0.0,4.209079946691958,4.209079946691958,0.0,0.04375846261749617,,,,,,,2,12.0,0.9005631429972262
PeakMem-inspired,3841.1665943271446,149744.88357312002,253,591.8770101704349,143551818802.25815,39624925928.576454,72.39677890590883,0.7036389815361569,754.0107986472566,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,255.1164268800776,255.1164268800776,0.0,0.02440230824644319,,,,,,,2,12.0,1.0
PBR-adapted,3617.505237769808,149937.65097269317,253,592.6389366509611,143551818802.25815,45071123719.67207,68.60288911995096,0.721079132218559,753.8664932918881,0,0,156,6,98,0,60.0,2.3076923076923075,37.69230769230769,0.0,62.34902730667835,62.34902730667835,0.0,6.163428460982127,,,,,,,2,12.0,0.9417725445994317
Heuristic-TVD,3832.618429904604,149875.4171290666,254,590.0606973585299,143551818802.25815,42153956555.43225,70.63502440641376,0.7668729075820011,111.32618025258745,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,124.58287093335002,124.58287093335002,0.0,0.01784115414081428,,,,,,,2,12.0,0.9977745915953854
ActiveInf-inspired,3655.0081218540313,149997.6763199998,255,588.2261816470581,145714942829.99643,47615867559.41237,67.32259119439443,1.1445659766542424,78.84356683183506,0,0,158,18,84,0,60.76923076923077,6.923076923076923,32.30769230769231,0.0,2.3236800000176743,2.3236800000176743,0.0,0.04326153877907647,,,,,,,3,12.0,0.9170357560702874
PeakMem-inspired,3915.003379889465,149864.07086485333,255,587.7022386856994,145714942829.99643,46463703544.14621,68.11328842344278,0.8551092942273195,67.55636805565821,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,135.9291351466453,135.9291351466453,0.0,0.02471884520043834,,,,,,,3,12.0,0.9822681550358663
PBR-adapted,3798.7116905394964,149988.65880639997,255,588.1908188486274,145714942829.99643,44879114674.126335,69.20074646943645,0.9764344490892352,77.65385075632592,0,0,159,0,101,0,61.15384615384615,0.0,38.84615384615385,0.0,11.341193600005568,11.341193600005568,0.0,5.820314230536146,,,,,,,3,12.0,0.9530907541348681
Heuristic-TVD,3985.6767826770415,149921.3306329599,257,583.3514810621008,145714942829.99643,48351527943.053314,66.81772850196677,1.0025280093312177,67.95993451600984,0,0,165,0,95,0,63.46153846153846,0.0,36.53846153846154,0.0,78.66936704002819,78.66936704002819,0.0,0.01833961499729552,,,,,,,3,12.0,1.0
ActiveInf-inspired,3432.171178530017,149991.08140047977,259,579.1161444033968,143751290598.0329,41365535728.2497,71.22423349650556,1.2567783273066198,726.9090733329451,0,0,153,19,88,0,58.84615384615385,7.3076923076923075,33.84615384615385,0.0,8.918599520041823,8.918599520041823,0.0,0.04207153755347603,,,,,,,4,12.0,0.8460731174901903
PeakMem-inspired,4056.5893273045767,149644.95296095996,259,577.7797411620076,143751290598.0329,36826985903.20436,74.38145720292523,0.9832486245364028,726.9090733329451,0,0,171,0,89,0,65.76923076923077,0.0,34.23076923076923,0.0,355.0470390400303,355.0470390400303,0.0,0.02563884616113053,,,,,,,4,12.0,1.0
PBR-adapted,3546.5718212149195,149772.65589845323,259,578.2728026967307,143751290598.0329,44538818544.37131,69.01675222595826,1.1445659766542349,726.9090733329451,0,0,152,6,102,0,58.46153846153846,2.3076923076923075,39.23076923076923,0.0,227.34410154669075,227.34410154669075,0.0,7.896870384865906,,,,,,,4,12.0,0.87427430658145
Heuristic-TVD,3949.284705215973,149888.1055233066,259,578.718554144041,143751290598.0329,39489818184.92574,72.52906876825902,1.0777419947470057,722.8285196627825,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,111.89447669336346,111.89447669336346,0.0,0.02098576884376458,,,,,,,4,12.0,0.9735480687270105
ActiveInf-inspired,3453.901779657783,149999.74459221333,259,579.1495930201287,145966253614.7567,51324744009.61919,64.83793840110559,1.1894509169151757,70.00163995268541,0,0,153,4,103,0,58.84615384615385,1.5384615384615385,39.61538461538461,0.0,0.2554077866757609,0.2554077866757609,0.0,0.05248692244864427,,,,,,,5,12.0,0.8679972785904185
PeakMem-inspired,3979.161991460084,149939.88936938674,259,578.918491773694,145966253614.7567,46934032219.56181,67.84597051902624,0.847189402967615,46.696278737383125,0,0,172,0,88,0,66.15384615384616,0.0,33.84615384615385,0.0,60.110630613311514,60.110630613311514,0.0,0.029587307206104294,,,,,,,5,12.0,1.0
PBR-adapted,3671.606389651742,149912.94805653335,259,578.8144712607465,145966253614.7567,48746952763.86467,66.60395704028913,0.9832486245364028,69.69639254002793,0,0,159,2,99,0,61.15384615384615,0.7692307692307693,38.07692307692308,0.0,87.05194346669992,87.05194346669992,0.0,8.22299038476418,,,,,,,5,12.0,0.9227084490482154
Heuristic-TVD,3937.198584043962,149787.40836597333,259,578.3297620307851,145966253614.7567,52641966177.041336,63.935522853126514,0.9832486245364028,61.70983823207116,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,212.5916340266608,212.5916340266608,0.0,0.02127423101158526,,,,,,,5,12.0,0.9894542098295616
ActiveInf-inspired,3525.2110495930406,149991.51363621312,257,583.624566677872,136511684238.74997,42003085049.19998,69.2311428992852,1.2231146221108853,110.72537450054526,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,8.486363786669415,8.486363786669415,0.0,0.053011923200056814,,,,,,,6,12.0,0.874698609979825
PeakMem-inspired,4030.2008135972114,149989.99899850658,257,583.61867314594,136511684238.74997,36628953717.9121,73.16789846805314,0.9746776749003402,107.72174716834759,0,0,170,0,90,0,65.38461538461539,0.0,34.61538461538461,0.0,10.00100149325749,10.00100149325749,0.0,0.029525768835670672,,,,,,,6,12.0,1.0
PBR-adapted,3718.896180936403,149978.49422277324,257,583.573907481608,136511684238.74997,48457843844.22273,64.50278661900242,1.0507264713183,110.72537450054526,0,0,153,3,104,0,58.84615384615385,1.1538461538461537,40.0,0.0,21.505777226620836,21.505777226620836,0.0,7.954573076970589,,,,,,,6,12.0,0.9227570418797695
Heuristic-TVD,3955.5243328804604,149715.49098826657,257,582.550548592477,136511684238.74997,41220788579.558304,69.80420481263285,1.1445659766542198,75.21373487501121,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,284.50901173332545,284.50901173332545,0.0,0.021164998738990668,,,,,,,6,12.0,0.9814707792066327
ActiveInf-inspired,3727.733689542321,149982.54397749322,254,590.482456604304,139247165035.33093,53876426618.40443,61.3087802507617,1.1445659766542424,69.26924140178392,0,0,157,0,103,0,60.38461538461539,0.0,39.61538461538461,0.0,17.456022506699696,17.456022506699696,0.0,0.04527576787110705,,,,,,,7,12.0,0.9078540910968756
PeakMem-inspired,4028.9767184920806,149763.17608863997,254,589.6188034985826,139247165035.33093,45259247382.94419,67.4971857621226,0.9068269020876263,67.70999457860006,0,0,161,0,99,0,61.92307692307692,0.0,38.07692307692308,0.0,236.82391136001388,236.82391136001388,0.0,0.026897693617054477,,,,,,,7,12.0,0.9812189661183077
PBR-adapted,3847.9484778529204,149985.80684666647,254,590.4953025459309,139247165035.33093,51158242364.516975,63.26083740984121,1.019387188833874,69.26924140178392,0,0,158,5,97,0,60.76923076923077,1.9230769230769231,37.30769230769231,0.0,14.193153333342593,14.193153333342593,0.0,8.146430001383683,,,,,,,7,12.0,0.9371312596039216
Heuristic-TVD,4106.0933977159775,149688.3898704532,258,580.1875576374155,139247165035.33093,47359515028.27628,65.98888385536623,1.0218073941260437,59.41933453479224,0,0,169,1,90,0,65.0,0.38461538461538464,34.61538461538461,0.0,311.6101295466981,311.6101295466981,0.0,0.028370384713455748,,,,,,,7,12.0,1.0
ActiveInf-inspired,3402.393805083593,149989.19807631974,256,585.895304985624,147675122448.8456,52171633258.62287,64.67134586145677,1.2567783273065893,79.33171732849058,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,10.801923679920435,10.801923679920435,0.0,0.048311154778975136,,,,,,,8,12.0,0.8865047598813637
PeakMem-inspired,3809.5497928851764,149767.66578208003,256,585.0299444612501,147675122448.8456,48362847334.301155,67.25051143867921,1.0218073941260324,78.44808184755358,0,0,156,0,104,0,60.0,0.0,40.0,0.0,232.33421791996795,232.33421791996795,0.0,0.02613192336866632,,,,,,,8,12.0,0.9925905753037304
PBR-adapted,3646.5005114286973,149936.6217009067,256,585.6899285191668,147675122448.8456,50115111008.00662,66.06394484259432,1.0573372370179641,78.66929020213107,0,0,150,4,106,0,57.69230769230769,1.5384615384615385,40.76923076923077,0.0,63.37829909330924,63.37829909330924,0.0,7.797606153158435,,,,,,,8,12.0,0.950107555292808
Heuristic-TVD,3837.9870690586226,149719.9602573866,257,582.567938744695,147675122448.8456,61385932170.2414,58.43177161305191,1.1445659766542424,75.53968085804092,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,280.0397426132629,280.0397426132629,0.0,0.02331923091193088,,,,,,,8,12.0,1.0
ActiveInf-inspired,3501.9678804278847,149998.59020890653,256,585.9319930035412,145047080871.27374,47738787636.49417,67.08738476518438,1.1445659766542273,79.09861167966864,0,0,158,7,95,0,60.76923076923077,2.6923076923076925,36.53846153846154,0.0,1.4097910932952402,1.4097910932952402,0.0,0.04617461560813423,,,,,,,9,12.0,0.841744341689619
PeakMem-inspired,4160.36996862782,149972.0766749867,256,585.8284245116668,145047080871.27374,37854435130.755165,73.90196693144746,0.8738295298975345,48.00909212835781,0,0,178,0,82,0,68.46153846153847,0.0,31.53846153846154,0.0,27.923325013339877,27.923325013339877,0.0,0.026198846843236916,,,,,,,9,12.0,1.0
PBR-adapted,3733.7622793803866,149869.68079663988,256,585.4284406118745,145047080871.27374,47972227694.75545,66.92644387836401,0.9832486245364028,79.08487899752723,0,0,157,5,98,0,60.38461538461539,1.9230769230769231,37.69230769230769,0.0,130.31920336001033,130.31920336001033,0.0,7.331910000245373,,,,,,,9,12.0,0.8974591941427417
Heuristic-TVD,4021.416388909796,149539.87916986653,257,581.8672341239943,145047080871.27374,40555041023.97266,72.04008465364124,0.9832486245364028,70.43976702267629,0,0,172,1,87,0,66.15384615384616,0.38461538461538464,33.46153846153846,0.0,460.12083013330334,460.12083013330334,0.0,0.02117076924500557,,,,,,,9,12.0,0.966600667544994
ActiveInf-inspired,3403.2745696990687,149991.64198074644,254,590.5182755147498,141896346105.7374,40556110134.20161,71.41849579130088,1.1894509169151812,736.9298172144859,0,0,151,23,86,0,58.07692307692308,8.846153846153847,33.07692307692308,0.0,8.358019253337659,8.358019253337659,0.0,0.051935384376870036,,,,,,,0,16.0,0.876569553472109
PeakMem-inspired,3703.8595169576843,149939.62772928007,254,590.3134949971657,141896346105.7374,35797293400.36659,74.77222325817227,0.9832486245364028,736.9298172144859,0,0,165,0,95,0,63.46153846153846,0.0,36.53846153846154,0.0,60.37227072001747,60.37227072001747,0.0,0.028374616522341967,,,,,,,0,16.0,0.9539901692945404
PBR-adapted,3606.0342575182135,149818.60667264002,254,589.837034144252,141896346105.7374,40600266532.14116,71.38737702104963,1.0218073941260324,736.8176803410713,0,0,156,8,96,0,60.0,3.076923076923077,36.92307692307692,0.0,181.39332736005818,181.39332736005818,0.0,7.497868076405632,,,,,,,0,16.0,0.9287936586313609
Heuristic-TVD,3882.4923318618953,149952.72988789337,255,588.0499211289936,141896346105.7374,42621549426.45103,69.96289855505471,1.0218073941260324,76.23202046570702,0,0,168,0,92,0,64.61538461538461,0.0,35.38461538461539,0.0,47.27011210666029,47.27011210666029,0.0,0.020768461623587288,,,,,,,0,16.0,1.0
ActiveInf-inspired,3627.2632596596977,149984.4624849066,257,583.5971302914654,138183152908.2682,42908622373.47966,68.94800743042518,1.1121057625823898,111.78914483510077,0,0,161,2,97,0,61.92307692307692,0.7692307692307693,37.30769230769231,0.0,15.537515093307604,15.537515093307604,0.0,0.04560730751388921,,,,,,,1,16.0,0.9180869709132508
PeakMem-inspired,3936.846108411431,149812.2005236267,257,582.9268502864852,138183152908.2682,37717985992.942726,72.70435273829544,0.7175219706068068,111.40782928342253,0,0,171,0,89,0,65.76923076923077,0.0,34.23076923076923,0.0,187.79947637329678,187.79947637329678,0.0,0.027621924527920783,,,,,,,1,16.0,0.9964446636173196
PBR-adapted,3805.818738743959,149897.76833706658,257,583.2597989769127,138183152908.2682,41999740976.53451,69.60574419342154,0.7927439326949752,111.78914483510077,0,0,161,4,95,0,61.92307692307692,1.5384615384615385,36.53846153846154,0.0,102.2316629333128,102.2316629333128,0.0,7.542009615169193,,,,,,,1,16.0,0.9632806740435311
Heuristic-TVD,3950.892861546158,149571.7581421866,258,579.7354966751418,138183152908.2682,39288217251.275154,71.56801214591164,0.9832486245364028,79.30292719235098,0,0,169,0,91,0,65.0,0.0,35.0,0.0,428.24185781330334,428.24185781330334,0.0,0.02096461573203739,,,,,,,1,16.0,1.0
ActiveInf-inspired,3459.2130609632045,149995.79092005303,253,592.8687388144389,143551818802.25815,38912596455.76406,72.8929965635852,1.0218073941260324,754.0107986472566,0,0,158,21,81,0,60.76923076923077,8.076923076923077,31.153846153846153,0.0,4.209079946691958,4.209079946691958,0.0,0.05118307711269993,,,,,,,2,16.0,0.9025717337192125
PeakMem-inspired,3680.562435142775,149821.94814474665,253,592.1816132203425,143551818802.25815,42539105040.479256,70.36672513423419,0.7668729075820011,754.0107986472566,0,0,163,0,97,0,62.69230769230769,0.0,37.30769230769231,0.0,178.05185525336117,178.05185525336117,0.0,0.027424229483585805,,,,,,,2,16.0,0.9603258196601602
PBR-adapted,3617.505237769808,149937.65097269317,253,592.6389366509611,143551818802.25815,45071123719.67207,68.60288911995096,0.721079132218559,753.8664932918881,0,0,156,6,98,0,60.0,2.3076923076923075,37.69230769230769,0.0,62.34902730667835,62.34902730667835,0.0,7.41954192445309,,,,,,,2,16.0,0.9438730476124777
Heuristic-TVD,3832.618429904604,149875.4171290666,254,590.0606973585299,143551818802.25815,42153956555.43225,70.63502440641376,0.7668729075820011,111.32618025258745,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,124.58287093335002,124.58287093335002,0.0,0.020322692580521107,,,,,,,2,16.0,1.0
ActiveInf-inspired,3655.0081218540313,149997.6763199998,255,588.2261816470581,145714942829.99643,47615867559.41237,67.32259119439443,1.1445659766542424,78.84356683183506,0,0,158,18,84,0,60.76923076923077,6.923076923076923,32.30769230769231,0.0,2.3236800000176743,2.3236800000176743,0.0,0.050057693218919806,,,,,,,3,16.0,0.9170357560702874
PeakMem-inspired,3804.833651545518,149854.43674154667,255,587.664457809987,145714942829.99643,44718234421.71287,69.31115398790294,0.9832486245364028,77.65385075632592,0,0,161,0,99,0,61.92307692307692,0.0,38.07692307692308,0.0,145.5632584533539,145.5632584533539,0.0,0.0274215390583357,,,,,,,3,16.0,0.9546267444672075
PBR-adapted,3798.7116905394964,149988.65880639997,255,588.1908188486274,145714942829.99643,44879114674.126335,69.20074646943645,0.9764344490892352,77.65385075632592,0,0,159,0,101,0,61.15384615384615,0.0,38.84615384615385,0.0,11.341193600005568,11.341193600005568,0.0,7.2492042298948105,,,,,,,3,16.0,0.9530907541348681
Heuristic-TVD,3985.6767826770415,149921.3306329599,257,583.3514810621008,145714942829.99643,48351527943.053314,66.81772850196677,1.0025280093312177,67.95993451600984,0,0,165,0,95,0,63.46153846153846,0.0,36.53846153846154,0.0,78.66936704002819,78.66936704002819,0.0,0.02170769170893786,,,,,,,3,16.0,1.0
ActiveInf-inspired,3432.171178530017,149991.08140047977,259,579.1161444033968,143751290598.0329,41365535728.2497,71.22423349650556,1.2567783273066198,726.9090733329451,0,0,153,19,88,0,58.84615384615385,7.3076923076923075,33.84615384615385,0.0,8.918599520041823,8.918599520041823,0.0,0.04970846180535423,,,,,,,4,16.0,0.8690614718146341
PeakMem-inspired,3817.7811422052164,149987.9710498133,259,579.1041353274644,143751290598.0329,38306412146.51892,73.35230036046501,1.02180739412604,726.9090733329451,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,12.028950186682096,12.028950186682096,0.0,0.026104615468424387,,,,,,,4,16.0,0.9667019288740882
PBR-adapted,3546.5718212149195,149772.65589845323,259,578.2728026967307,143751290598.0329,44538818544.37131,69.01675222595826,1.1445659766542349,726.9090733329451,0,0,152,6,102,0,58.46153846153846,2.3076923076923075,39.23076923076923,0.0,227.34410154669075,227.34410154669075,0.0,7.47872384661325,,,,,,,4,16.0,0.8980289054701032
Heuristic-TVD,3949.284705215973,149888.1055233066,259,578.718554144041,143751290598.0329,39489818184.92574,72.52906876825902,1.0777419947470057,722.8285196627825,0,0,167,0,93,0,64.23076923076923,0.0,35.76923076923077,0.0,111.89447669336346,111.89447669336346,0.0,0.020521922963850487,,,,,,,4,16.0,1.0
ActiveInf-inspired,3453.901779657783,149999.74459221333,259,579.1495930201287,145966253614.7567,51324744009.61919,64.83793840110559,1.1894509169151757,70.00163995268541,0,0,153,4,103,0,58.84615384615385,1.5384615384615385,39.61538461538461,0.0,0.2554077866757609,0.2554077866757609,0.0,0.04661423042237472,,,,,,,5,16.0,0.8772485578083855
PeakMem-inspired,3784.2809225162405,149840.96300458672,259,578.536536697246,145966253614.7567,48088720968.09191,67.05490496795878,0.9832486245363972,57.598362919043595,0,0,164,0,96,0,63.07692307692308,0.0,36.92307692307692,0.0,159.0369954133405,159.0369954133405,0.0,0.027753461304550562,,,,,,,5,16.0,0.9611607953565153
PBR-adapted,3671.606389651742,149912.94805653335,259,578.8144712607465,145966253614.7567,48746952763.86467,66.60395704028913,0.9832486245364028,69.69639254002793,0,0,159,2,99,0,61.15384615384615,0.7692307692307693,38.07692307692308,0.0,87.05194346669992,87.05194346669992,0.0,7.4534030762151815,,,,,,,5,16.0,0.9325428502721278
Heuristic-TVD,3937.198584043962,149787.40836597333,259,578.3297620307851,145966253614.7567,52641966177.041336,63.935522853126514,0.9832486245364028,61.70983823207116,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,212.5916340266608,212.5916340266608,0.0,0.020138846146157727,,,,,,,5,16.0,1.0
ActiveInf-inspired,3525.2110495930406,149991.51363621312,257,583.624566677872,136511684238.74997,42003085049.19998,69.2311428992852,1.2231146221108853,110.72537450054526,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,8.486363786669415,8.486363786669415,0.0,0.050435384932475597,,,,,,,6,16.0,0.8912120752967128
PeakMem-inspired,3798.540000312453,149984.67503541327,257,583.5979573362384,136511684238.74997,43303977000.145035,68.27819007462452,1.0218073941260324,110.72537450054526,0,0,161,0,99,0,61.92307692307692,0.0,38.07692307692308,0.0,15.324964586653778,15.324964586653778,0.0,0.026174231942814704,,,,,,,6,16.0,0.9603126363645221
PBR-adapted,3718.896180936403,149978.49422277324,257,583.573907481608,136511684238.74997,48457843844.22273,64.50278661900242,1.0507264713183,110.72537450054526,0,0,153,3,104,0,58.84615384615385,1.1538461538461537,40.0,0.0,21.505777226620836,21.505777226620836,0.0,7.3705992314409325,,,,,,,6,16.0,0.9401778039950163
Heuristic-TVD,3955.5243328804604,149715.49098826657,257,582.550548592477,136511684238.74997,41220788579.558304,69.80420481263285,1.1445659766542198,75.21373487501121,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,284.50901173332545,284.50901173332545,0.0,0.020417691848706454,,,,,,,6,16.0,1.0
ActiveInf-inspired,3727.733689542321,149982.54397749322,254,590.482456604304,139247165035.33093,53876426618.40443,61.3087802507617,1.1445659766542424,69.26924140178392,0,0,157,0,103,0,60.38461538461539,0.0,39.61538461538461,0.0,17.456022506699696,17.456022506699696,0.0,0.045517307836025096,,,,,,,7,16.0,0.9078540910968756
PeakMem-inspired,3912.029280813102,149726.36115669325,254,589.473862821627,139247165035.33093,47707423959.51341,65.73903393479594,0.9832486245363953,68.03340136821156,0,0,161,0,99,0,61.92307692307692,0.0,38.07692307692308,0.0,273.6388433066684,273.6388433066684,0.0,0.02625384535909129,,,,,,,7,16.0,0.9527375297866278
PBR-adapted,3847.9484778529204,149985.80684666647,254,590.4953025459309,139247165035.33093,51158242364.516975,63.26083740984121,1.019387188833874,69.26924140178392,0,0,158,5,97,0,60.76923076923077,1.9230769230769231,37.30769230769231,0.0,14.193153333342593,14.193153333342593,0.0,7.518801924127799,,,,,,,7,16.0,0.9371312596039216
Heuristic-TVD,4106.0933977159775,149688.3898704532,258,580.1875576374155,139247165035.33093,47359515028.27628,65.98888385536623,1.0218073941260437,59.41933453479224,0,0,169,1,90,0,65.0,0.38461538461538464,34.61538461538461,0.0,311.6101295466981,311.6101295466981,0.0,0.021611153519748207,,,,,,,7,16.0,1.0
ActiveInf-inspired,3402.393805083593,149989.19807631974,256,585.895304985624,147675122448.8456,52171633258.62287,64.67134586145677,1.2567783273065893,79.33171732849058,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,10.801923679920435,10.801923679920435,0.0,0.05042461494807727,,,,,,,8,16.0,0.8865047598813637
PeakMem-inspired,3683.4831485155064,149676.9908581333,256,584.6757455395832,147675122448.8456,47434744754.50807,67.87898735554504,1.0218073941260324,78.44808184755358,0,0,157,0,103,0,60.38461538461539,0.0,39.61538461538461,0.0,323.00914186660907,323.00914186660907,0.0,0.030716153336330675,,,,,,,8,16.0,0.9597435015379004
PBR-adapted,3646.5005114286973,149936.6217009067,256,585.6899285191668,147675122448.8456,50115111008.00662,66.06394484259432,1.0573372370179641,78.66929020213107,0,0,150,4,106,0,57.69230769230769,1.5384615384615385,40.76923076923077,0.0,63.37829909330924,63.37829909330924,0.0,7.578285768865428,,,,,,,8,16.0,0.950107555292808
Heuristic-TVD,3837.9870690586226,149719.9602573866,257,582.567938744695,147675122448.8456,61385932170.2414,58.43177161305191,1.1445659766542424,75.53968085804092,0,0,155,0,105,0,59.61538461538461,0.0,40.38461538461539,0.0,280.0397426132629,280.0397426132629,0.0,0.022191153682517603,,,,,,,8,16.0,1.0
ActiveInf-inspired,3501.9678804278847,149998.59020890653,256,585.9319930035412,145047080871.27374,47738787636.49417,67.08738476518438,1.1445659766542273,79.09861167966864,0,0,158,7,95,0,60.76923076923077,2.6923076923076925,36.53846153846154,0.0,1.4097910932952402,1.4097910932952402,0.0,0.051956539279602185,,,,,,,9,16.0,0.8708294644855881
PeakMem-inspired,3935.2086110715372,149736.74414645325,256,584.909156822083,145047080871.27374,37764125410.082085,73.96422928111393,0.9832486245364028,75.4055122589025,0,0,174,0,86,0,66.92307692307692,0.0,33.07692307692308,0.0,263.25585354664463,263.25585354664463,0.0,0.029438076979623966,,,,,,,9,16.0,0.9785628322210053
PBR-adapted,3733.7622793803866,149869.68079663988,256,585.4284406118745,145047080871.27374,47972227694.75545,66.92644387836401,0.9832486245364028,79.08487899752723,0,0,157,5,98,0,60.38461538461539,1.9230769230769231,37.69230769230769,0.0,130.31920336001033,130.31920336001033,0.0,7.554094616072969,,,,,,,9,16.0,0.9284694541150482
Heuristic-TVD,4021.416388909796,149539.87916986653,257,581.8672341239943,145047080871.27374,40555041023.97266,72.04008465364124,0.9832486245364028,70.43976702267629,0,0,172,1,87,0,66.15384615384616,0.38461538461538464,33.46153846153846,0.0,460.12083013330334,460.12083013330334,0.0,0.022603460708453964,,,,,,,9,16.0,1.0
