model,scale_b,quant,context_len,prefill_tokens,decode_tokens,prefill_j_per_tok,decode_j_per_tok,tokens_per_sec,peak_mem_gb,gpu_power_w,seed,run_id
Qwen/Qwen3-1.7B,1.7,FP16,1024,1024,128,0.0,2.5405595,37.2311,4.016,94.588,0,remote_4090_1782891332
Qwen/Qwen3-1.7B,1.7,FP16,1024,1024,128,0.00192927,3.02792713,38.0612,4.016,115.246,1,remote_4090_1782891336
Qwen/Qwen3-1.7B,1.7,FP16,1024,1024,128,0.0,2.95458569,39.8731,4.016,117.809,2,remote_4090_1782891339
Qwen/Qwen3-1.7B,1.7,FP16,2048,2048,128,0.00199953,3.17130092,39.515,4.8192,125.314,0,remote_4090_1782891342
Qwen/Qwen3-1.7B,1.7,FP16,2048,2048,128,0.00205547,3.16413017,39.2866,4.8192,124.308,1,remote_4090_1782891346
Qwen/Qwen3-1.7B,1.7,FP16,2048,2048,128,0.00228705,3.2266026,39.3037,4.8192,126.817,2,remote_4090_1782891349
Qwen/Qwen3-1.7B,1.7,FP16,4096,4096,128,0.00332726,3.70267851,39.285,6.4247,145.46,0,remote_4090_1782891353
Qwen/Qwen3-1.7B,1.7,FP16,4096,4096,128,0.00318422,3.68057091,39.3702,6.4247,144.905,1,remote_4090_1782891356
Qwen/Qwen3-1.7B,1.7,FP16,4096,4096,128,0.00288325,3.75847236,38.5523,6.4247,144.898,2,remote_4090_1782891360
Qwen/Qwen2.5-3B-Instruct,3.0,FP16,1024,1024,128,0.00111924,3.43246902,39.4051,6.4098,135.257,0,remote_4090_1782891368
Qwen/Qwen2.5-3B-Instruct,3.0,FP16,1024,1024,128,0.00556624,3.8278849,39.2727,6.4098,150.331,1,remote_4090_1782891371
Qwen/Qwen2.5-3B-Instruct,3.0,FP16,1024,1024,128,0.00265243,3.78547799,39.7956,6.4098,150.645,2,remote_4090_1782891374
Qwen/Qwen2.5-3B-Instruct,3.0,FP16,2048,2048,128,0.00577702,4.20315934,39.3262,7.0646,165.294,0,remote_4090_1782891378
Qwen/Qwen2.5-3B-Instruct,3.0,FP16,2048,2048,128,0.00555057,4.14050173,39.5447,7.0646,163.735,1,remote_4090_1782891381
Qwen/Qwen2.5-3B-Instruct,3.0,FP16,2048,2048,128,0.0057442,4.15900168,39.1915,7.0646,162.997,2,remote_4090_1782891385
Qwen/Qwen2.5-3B-Instruct,3.0,FP16,4096,4096,128,0.00612936,4.71214391,39.483,8.3737,186.049,0,remote_4090_1782891389
Qwen/Qwen2.5-3B-Instruct,3.0,FP16,4096,4096,128,0.00815375,4.78564489,39.5113,8.3737,189.087,1,remote_4090_1782891392
Qwen/Qwen2.5-3B-Instruct,3.0,FP16,4096,4096,128,0.00801606,4.8301177,39.3458,8.3737,190.045,2,remote_4090_1782891396
Qwen/Qwen3-8B,8.0,FP16,1024,1024,128,0.00955406,6.35814607,30.957,16.1331,196.829,0,remote_4090_1782891415
Qwen/Qwen3-8B,8.0,FP16,1024,1024,128,0.02053076,7.03180368,31.8958,16.1331,224.285,1,remote_4090_1782891419
Qwen/Qwen3-8B,8.0,FP16,1024,1024,128,0.02072032,6.95311149,32.0168,16.1331,222.616,2,remote_4090_1782891423
Qwen/Qwen3-8B,8.0,FP16,2048,2048,128,0.01251094,7.05316116,31.0222,17.0027,218.805,0,remote_4090_1782891443
Qwen/Qwen3-8B,8.0,FP16,2048,2048,128,0.02348047,7.586426,31.5582,17.0027,239.414,1,remote_4090_1782891448
Qwen/Qwen3-8B,8.0,FP16,2048,2048,128,0.02297394,7.57147477,32.2088,17.0027,243.868,2,remote_4090_1782891452
Qwen/Qwen3-8B,8.0,FP16,4096,4096,128,0.02920277,8.38151262,31.0141,18.741,259.945,0,remote_4090_1782891472
Qwen/Qwen3-8B,8.0,FP16,4096,4096,128,0.03958054,8.49046097,31.5537,18.741,300.629,1,remote_4090_1782891478
Qwen/Qwen3-8B,8.0,FP16,4096,4096,128,0.04124671,8.41398728,31.3769,18.741,312.87,2,remote_4090_1782891483
Qwen/Qwen3-1.7B,1.7,INT8,1024,1024,128,0.00776866,8.80771608,8.6171,2.7064,75.897,0,remote_4090_1782890548
Qwen/Qwen3-1.7B,1.7,INT8,1024,1024,128,0.00903155,8.88012976,8.651,2.7064,76.822,1,remote_4090_1782890563
Qwen/Qwen3-1.7B,1.7,INT8,1024,1024,128,0.0089973,8.39719542,8.9809,2.7064,75.415,2,remote_4090_1782890577
Qwen/Qwen3-1.7B,1.7,INT8,2048,2048,128,0.00438734,8.88062234,8.9855,3.5097,79.797,0,remote_4090_1782890592
Qwen/Qwen3-1.7B,1.7,INT8,2048,2048,128,0.00446088,8.91927649,8.983,3.5097,80.122,1,remote_4090_1782890606
Qwen/Qwen3-1.7B,1.7,INT8,2048,2048,128,0.00449273,9.09206918,8.7802,3.5097,79.83,2,remote_4090_1782890621
Qwen/Qwen3-1.7B,1.7,INT8,4096,4096,128,0.00371759,9.58189299,8.8197,5.1152,84.509,0,remote_4090_1782890636
Qwen/Qwen3-1.7B,1.7,INT8,4096,4096,128,0.00412743,9.63458509,8.7678,5.1152,84.474,1,remote_4090_1782890651
Qwen/Qwen3-1.7B,1.7,INT8,4096,4096,128,0.00432621,9.59663416,8.8822,5.1152,86.914,2,remote_4090_1782890666
Qwen/Qwen2.5-3B-Instruct,3.0,INT8,1024,1024,128,0.01012423,10.42753206,7.2425,3.8317,75.521,0,remote_4090_1782890700
Qwen/Qwen2.5-3B-Instruct,3.0,INT8,1024,1024,128,0.0103823,10.34072118,7.4041,3.8317,76.564,1,remote_4090_1782890717
Qwen/Qwen2.5-3B-Instruct,3.0,INT8,1024,1024,128,0.01049409,10.70957216,7.1026,3.8317,76.066,2,remote_4090_1782890736
Qwen/Qwen2.5-3B-Instruct,3.0,INT8,2048,2048,128,0.00803127,10.97642678,7.3252,4.4865,80.404,0,remote_4090_1782890754
Qwen/Qwen2.5-3B-Instruct,3.0,INT8,2048,2048,128,0.00928798,10.70529397,7.5728,4.4865,81.069,1,remote_4090_1782890771
Qwen/Qwen2.5-3B-Instruct,3.0,INT8,2048,2048,128,0.00669102,10.7040282,7.5785,4.4865,81.12,2,remote_4090_1782890789
Qwen/Qwen2.5-3B-Instruct,3.0,INT8,4096,4096,128,0.00679582,11.37938554,7.5112,5.7971,88.631,0,remote_4090_1782890806
Qwen/Qwen2.5-3B-Instruct,3.0,INT8,4096,4096,128,0.00922619,11.43069163,7.3524,5.7971,118.156,1,remote_4090_1782890824
Qwen/Qwen2.5-3B-Instruct,3.0,INT8,4096,4096,128,0.0089132,11.55654423,7.2356,5.7971,114.439,2,remote_4090_1782890843
Qwen/Qwen3-8B,8.0,INT8,1024,1024,128,0.00887492,11.77021924,7.514,9.6698,88.442,0,remote_4090_1782890885
Qwen/Qwen3-8B,8.0,INT8,1024,1024,128,0.0132919,12.07063011,7.3874,9.6698,89.171,1,remote_4090_1782890903
Qwen/Qwen3-8B,8.0,INT8,1024,1024,128,0.01531104,12.18295291,7.3238,9.6698,89.226,2,remote_4090_1782890920
Qwen/Qwen3-8B,8.0,INT8,2048,2048,128,0.01405462,12.80475448,7.3007,10.5395,110.612,0,remote_4090_1782890938
Qwen/Qwen3-8B,8.0,INT8,2048,2048,128,0.01356361,12.9345776,7.1914,10.5395,105.555,1,remote_4090_1782890957
Qwen/Qwen3-8B,8.0,INT8,2048,2048,128,0.01314104,12.82178909,7.3152,10.5395,102.335,2,remote_4090_1782890975
Qwen/Qwen3-8B,8.0,INT8,4096,4096,128,0.02283623,13.67682393,7.3828,12.2778,176.42,0,remote_4090_1782890993
Qwen/Qwen3-8B,8.0,INT8,4096,4096,128,0.02333222,13.54942535,7.4689,12.2778,182.113,1,remote_4090_1782891012
Qwen/Qwen3-8B,8.0,INT8,4096,4096,128,0.02418111,13.63059376,7.5495,12.2778,189.955,2,remote_4090_1782891030
Qwen/Qwen3-1.7B,1.7,INT4,1024,1024,128,0.00395781,3.26634404,24.8434,2.1294,81.147,0,remote_4090_1782890172
Qwen/Qwen3-1.7B,1.7,INT4,1024,1024,128,0.00471887,3.32209463,25.2588,2.1294,83.912,1,remote_4090_1782890177
Qwen/Qwen3-1.7B,1.7,INT4,1024,1024,128,0.00322191,3.37234104,25.5185,2.1294,86.057,2,remote_4090_1782890183
Qwen/Qwen3-1.7B,1.7,INT4,2048,2048,128,0.00241126,3.76910064,25.6366,2.9326,96.627,0,remote_4090_1782890188
Qwen/Qwen3-1.7B,1.7,INT4,2048,2048,128,0.00245081,3.80268959,25.2841,2.9326,96.148,1,remote_4090_1782890193
Qwen/Qwen3-1.7B,1.7,INT4,2048,2048,128,0.00242375,3.78972279,25.4158,2.9326,96.319,2,remote_4090_1782890198
Qwen/Qwen3-1.7B,1.7,INT4,4096,4096,128,0.00246334,4.47058173,25.4923,4.5381,113.965,0,remote_4090_1782890204
Qwen/Qwen3-1.7B,1.7,INT4,4096,4096,128,0.00256388,4.36836552,25.3593,4.5381,110.779,1,remote_4090_1782890209
Qwen/Qwen3-1.7B,1.7,INT4,4096,4096,128,0.00306903,4.29545971,25.7207,4.5381,110.482,2,remote_4090_1782890214
Qwen/Qwen2.5-3B-Instruct,3.0,INT4,1024,1024,128,0.0035947,4.15964,22.4932,3.4413,93.564,0,remote_4090_1782890222
Qwen/Qwen2.5-3B-Instruct,3.0,INT4,1024,1024,128,0.00338106,4.42367795,22.4926,3.4413,99.5,1,remote_4090_1782890228
Qwen/Qwen2.5-3B-Instruct,3.0,INT4,1024,1024,128,0.00334113,4.29883372,22.776,3.4413,97.91,2,remote_4090_1782890234
Qwen/Qwen2.5-3B-Instruct,3.0,INT4,2048,2048,128,0.00418777,4.61257127,22.8747,4.0961,105.511,0,remote_4090_1782890240
Qwen/Qwen2.5-3B-Instruct,3.0,INT4,2048,2048,128,0.00557845,4.66195776,22.7174,4.0961,105.908,1,remote_4090_1782890246
Qwen/Qwen2.5-3B-Instruct,3.0,INT4,2048,2048,128,0.00582867,4.73168343,22.5883,4.0961,106.881,2,remote_4090_1782890252
Qwen/Qwen2.5-3B-Instruct,3.0,INT4,4096,4096,128,0.00575448,5.28411602,22.8308,5.4057,120.641,0,remote_4090_1782890258
Qwen/Qwen2.5-3B-Instruct,3.0,INT4,4096,4096,128,0.00500412,5.40404314,22.3498,5.4057,120.779,1,remote_4090_1782890264
Qwen/Qwen2.5-3B-Instruct,3.0,INT4,4096,4096,128,0.0080744,5.33122858,22.0295,5.4057,134.03,2,remote_4090_1782890271
Qwen/Qwen3-8B,8.0,INT4,1024,1024,128,0.01545953,6.0577001,19.9228,6.8694,120.686,0,remote_4090_1782890282
Qwen/Qwen3-8B,8.0,INT4,1024,1024,128,0.01639094,6.19430642,20.0176,6.8694,123.995,1,remote_4090_1782890289
Qwen/Qwen3-8B,8.0,INT4,1024,1024,128,0.02205085,6.13382876,20.4147,6.8694,136.257,2,remote_4090_1782890296
Qwen/Qwen3-8B,8.0,INT4,2048,2048,128,0.01540236,7.01669895,20.2066,7.739,141.784,0,remote_4090_1782890302
Qwen/Qwen3-8B,8.0,INT4,2048,2048,128,0.01576845,7.00850969,20.2326,7.739,141.801,1,remote_4090_1782890309
Qwen/Qwen3-8B,8.0,INT4,2048,2048,128,0.0169445,7.03044665,20.0345,7.739,140.852,2,remote_4090_1782890316
Qwen/Qwen3-8B,8.0,INT4,4096,4096,128,0.04796779,7.88657737,20.1668,9.4765,307.975,0,remote_4090_1782890324
Qwen/Qwen3-8B,8.0,INT4,4096,4096,128,0.0470708,7.8570395,19.8559,9.4765,301.758,1,remote_4090_1782890332
Qwen/Qwen3-8B,8.0,INT4,4096,4096,128,0.04918695,7.99527485,19.9871,9.4765,315.229,2,remote_4090_1782890340
