policy,total_value,energy_j,useful_tasks,j_per_task,raw_bits,transmitted_bits,bw_saving,median_latency_min,p95_latency_min,oom_count,energy_violation_count,on_count,pre_count,down_count,drop_count,on_pct,pre_pct,down_pct,drop_pct,residual_energy_j,min_energy_j,energy_overrun_j,mean_decision_ms,lambda_energy_final,lambda_bandwidth_final,lambda_energy_mean,lambda_bandwidth_mean,seed,horizon_h,task_count,allow_pre,contact_model,training_seed_count,training_q_states,ua_training_seed_count,ua_training_q_states,normalized_value,scenario
Energy-WSRPT,3587.099018167369,149894.80226928,259,578.7444103061003,145714942829.99643,38347328605.8196,73.6833245368947,0.7175219706068294,67.01365908084489,0,0,163,27,70,0,62.69230769230769,10.384615384615383,26.923076923076923,0.0,105.19773071999089,105.19773071999089,0.0,0.013778077398176,,,,,3,24,260,1,tle,10,283,10,646,0.8727837589708496,tle
ActiveInf-inspired,3664.859137210098,149997.6763199998,259,579.1416074131266,145714942829.99643,50641637487.53654,65.2460917844099,1.1445659766542424,68.70909977600112,0,0,158,18,84,0,60.76923076923077,6.923076923076923,32.30769230769231,0.0,2.3236800000176743,2.3236800000176743,0.0,0.0308634617025605,,,,,3,24,260,1,tle,10,283,10,646,0.8917037187077869,tle
LEO-DRL-inspired,3756.168396888801,149984.66605386665,259,579.0913747253538,145714942829.99643,57185444304.49779,60.75526422076338,1.079645548510598,69.73523259531535,0,0,159,0,101,0,61.15384615384615,0.0,38.84615384615385,0.0,15.333946133347808,15.333946133347808,0.0,0.0601665388855438,,,,,3,24,260,1,tle,10,283,10,646,0.9139203451481516,tle
Hierarchical-RA-inspired,3675.460732678688,149997.6763199998,259,579.1416074131266,145714942829.99643,50335008953.587456,65.45652218227708,1.1445659766542424,68.36995111476999,0,0,158,18,84,0,60.76923076923077,6.923076923076923,32.30769230769231,0.0,2.3236800000176743,2.3236800000176743,0.0,0.0175288461972601,,,,,3,24,260,1,tle,10,283,10,646,0.8942832126936795,tle
DRL-UA-inspired,3801.4135516932606,149772.0078115198,259,578.2703004305785,145714942829.99643,47407168645.74524,67.46581529318203,0.9832486245364028,66.55024984472469,0,0,160,16,84,0,61.53846153846154,6.153846153846154,32.30769230769231,0.0,227.99218848005063,227.99218848005063,0.0,0.067152307579258,,,,,3,24,260,1,tle,10,283,10,646,0.9249290282331336,tle
QoS-Multihop-projected,3832.3206721052056,149944.01361935976,259,578.9344155187636,145714942829.99643,40838400213.4853,71.97377329987984,0.9211670985803266,65.8067467225753,0,0,165,17,78,0,63.46153846153846,6.538461538461538,30.0,0.0,55.98638064006184,55.98638064006184,0.0,0.0208299994343318,,,,,3,24,260,1,tle,10,283,10,646,0.932449097401975,tle
DelayCost-adapted,3694.401495066312,149994.7536578132,259,579.1303230031398,145714942829.99643,52721433163.42711,63.8187874630425,1.079645548510598,68.70909977600112,0,0,159,10,91,0,61.15384615384615,3.8461538461538463,35.0,0.0,5.246342186703771,5.246342186703771,0.0,0.0146776932524517,,,,,3,24,260,1,tle,10,283,10,646,0.898891724951278,tle
Heuristic-TVD,4109.951613211877,148537.6642045332,260,571.2987084789739,145714942829.99643,49519593697.639496,66.0161183637746,0.9832486245364028,60.99213132508108,0,0,166,1,93,0,63.84615384615385,0.3846153846153846,35.76923076923077,0.0,1462.3357954666835,1462.3357954666835,0.0,0.0164723068547363,,,,,3,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3814.432550931616,67193.68164704,260,258.437237104,143751290598.0329,98639928265.83955,31.38153552884389,11.031365251957808,84.51100708255588,0,0,75,2,183,0,28.846153846153847,0.7692307692307693,70.38461538461539,0.0,82806.31835296005,82806.31835296005,0.0,0.011005000068018,,,,,4,24,260,1,tle,10,283,10,646,0.9368375509057814,tle
Energy-WSRPT,3456.94806511841,149973.9381812266,260,576.8228391585639,143751290598.0329,43033681466.56744,70.06379470574554,1.1445659766542424,76.08451903298176,0,0,154,16,90,0,59.23076923076923,6.153846153846154,34.61538461538461,0.0,26.06181877334484,26.06181877334484,0.0,0.0134476930655252,,,,,4,24,260,1,tle,10,283,10,646,0.849038150679328,tle
ActiveInf-inspired,3523.5229586951536,149991.08140047977,260,576.8887746172298,143751290598.0329,44313892892.46013,69.1732208398924,1.2567783273065891,74.50991908952233,0,0,153,19,88,0,58.84615384615385,7.3076923076923075,33.84615384615385,0.0,8.918599520041823,8.918599520041823,0.0,0.0304830765414338,,,,,4,24,260,1,tle,10,283,10,646,0.8653891699770783,tle
LEO-DRL-inspired,3634.488223111385,149995.8063173332,260,576.9069473743584,143751290598.0329,45252490060.05439,68.52028954189186,1.112105762582409,78.84820657167953,0,0,158,6,96,0,60.76923076923077,2.3076923076923075,36.92307692307692,0.0,4.193682666699687,4.193682666699687,0.0,0.057716539035587,,,,,4,24,260,1,tle,10,283,10,646,0.8926426146672787,tle
Hierarchical-RA-inspired,3538.490954082776,149991.08140047977,260,576.8887746172298,143751290598.0329,45050252585.06745,68.66097521792689,1.2567783273065891,72.97041510785282,0,0,153,19,88,0,58.84615384615385,7.3076923076923075,33.84615384615385,0.0,8.918599520041823,8.918599520041823,0.0,0.0172015403782447,,,,,4,24,260,1,tle,10,283,10,646,0.8690653603287688,tle
DRL-UA-inspired,3801.68683774888,149725.59528261318,260,575.8676741638968,143751290598.0329,46380544406.12395,67.73556312908775,1.1445659766542424,74.51106089908065,0,0,154,13,93,0,59.23076923076923,5.0,35.76923076923077,0.0,274.4047173866645,274.4047173866645,0.0,0.0674573073271088,,,,,4,24,260,1,tle,10,283,10,646,0.9337071605886827,tle
QoS-Multihop-projected,3640.406959074729,149996.4247286932,260,576.9093258795892,143751290598.0329,45073225468.99285,68.64499422476167,1.167008446784708,67.92915594709744,0,0,152,13,95,0,58.46153846153846,5.0,36.53846153846154,0.0,3.5752713066936224,3.5752713066936224,0.0,0.0200361532803911,,,,,4,24,260,1,tle,10,283,10,646,0.8940962762618461,tle
DelayCost-adapted,3538.490954082776,149991.08140047977,260,576.8887746172298,143751290598.0329,45050252585.06745,68.66097521792689,1.2567783273065891,72.97041510785282,0,0,153,19,88,0,58.84615384615385,7.3076923076923075,33.84615384615385,0.0,8.918599520041823,8.918599520041823,0.0,0.0154746161290229,,,,,4,24,260,1,tle,10,283,10,646,0.8690653603287688,tle
Heuristic-TVD,4071.605100845533,149426.4199604266,260,574.7169998477947,143751290598.0329,43778587753.50127,69.54560368023553,1.0463842652887252,62.50451824663489,0,0,168,0,92,0,64.61538461538461,0.0,35.38461538461539,0.0,573.5800395733736,573.5800395733736,0.0,0.014867692572387,,,,,4,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3670.1513114283534,72900.16571664001,260,280.3852527563077,145966253614.7567,106428106618.06863,27.087183521911605,23.510053271355595,105.98363565617304,0,0,78,1,181,0,30.0,0.3846153846153846,69.61538461538461,0.0,77099.83428336002,77099.83428336002,0.0,0.0111457698109846,,,,,5,24,260,1,tle,10,283,10,646,0.9402460192652634,tle
Energy-WSRPT,3396.133444238181,149945.44470608,259,578.9399409501158,145966253614.7567,49311743853.1168,66.21702439300563,1.0218073941260477,70.19648614800263,0,0,156,9,95,0,60.0,3.4615384615384617,36.53846153846154,0.0,54.555293919971376,54.555293919971376,0.0,0.0133730781201917,,,,,5,24,260,1,tle,10,283,10,646,0.8700461318571208,tle
ActiveInf-inspired,3405.9569793578817,149999.74459221333,259,579.1495930201287,145966253614.7567,52624782737.4948,63.9472950532899,1.1534971625462276,70.19648614800263,0,0,153,4,103,0,58.84615384615385,1.5384615384615383,39.61538461538461,0.0,0.2554077866757609,0.2554077866757609,0.0,0.028926154706054,,,,,5,24,260,1,tle,10,283,10,646,0.8725627964324069,tle
LEO-DRL-inspired,3406.9529438065947,149985.75886922653,259,579.0955940896777,145966253614.7567,46013257972.17267,68.47678361766157,1.0796455485105678,70.90359190224687,0,0,157,20,83,0,60.38461538461539,7.6923076923076925,31.923076923076923,0.0,14.24113077332521,14.24113077332521,0.0,0.0554469221522315,,,,,5,24,260,1,tle,10,283,10,646,0.8728179498385664,tle
Hierarchical-RA-inspired,3413.777808741985,149999.74459221333,259,579.1495930201287,145966253614.7567,52224324932.91458,64.22164463386977,1.1534971625462276,70.19648614800263,0,0,153,4,103,0,58.84615384615385,1.5384615384615383,39.61538461538461,0.0,0.2554077866757609,0.2554077866757609,0.0,0.0161869225289242,,,,,5,24,260,1,tle,10,283,10,646,0.8745663933066987,tle
DRL-UA-inspired,3502.836389468681,149984.94152778664,259,579.0924383312225,145966253614.7567,55839434889.35599,61.744969466209,1.1445659766542424,71.63948190700184,0,0,152,16,92,0,58.46153846153846,6.153846153846154,35.38461538461539,0.0,15.058472213338604,15.058472213338604,0.0,0.0634057700293711,,,,,5,24,260,1,tle,10,283,10,646,0.8973820673496037,tle
QoS-Multihop-projected,3461.7564284177524,149993.78860816,259,579.1265969427027,145966253614.7567,48293595773.33017,66.9145473166766,1.045124686734933,70.19648614800263,0,0,156,5,99,0,60.0,1.9230769230769231,38.07692307692308,0.0,6.21139183999108,6.21139183999108,0.0,0.0186346155645039,,,,,5,24,260,1,tle,10,283,10,646,0.8868579045638805,tle
DelayCost-adapted,3437.457837495442,149993.52160447996,259,579.1255660404631,145966253614.7567,50369685679.4805,65.49223917713245,1.1445659766542198,70.19648614800263,0,0,154,8,98,0,59.23076923076923,3.076923076923077,37.69230769230769,0.0,6.478395520006643,6.478395520006643,0.0,0.0146115383428808,,,,,5,24,260,1,tle,10,283,10,646,0.8806329150607731,tle
Heuristic-TVD,3903.394682060255,149959.95577792,259,578.9959682545174,145966253614.7567,54598254364.50447,62.59528965605734,1.0218073941260324,67.38084744620967,0,0,165,0,95,0,63.46153846153846,0.0,36.53846153846154,0.0,40.04422207999659,40.04422207999659,0.0,0.0149980776208954,,,,,5,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3774.828979029692,62201.301042240026,260,239.2357732393847,136511684238.74995,95587835518.94664,29.978275448005032,14.980249660628337,76.74519461481377,0,0,65,2,193,0,25.0,0.7692307692307693,74.23076923076923,0.0,87798.69895776006,87798.69895776006,0.0,0.0110792300592248,,,,,6,24,260,1,tle,10,283,10,646,0.924899527045742,tle
Energy-WSRPT,3548.322958386193,149853.02218303984,258,580.8256673761234,136511684238.74995,46806172193.047806,65.71269891360589,1.1445659766542424,72.73104113690982,0,0,150,20,90,0,57.69230769230769,7.6923076923076925,34.61538461538461,0.0,146.97781695992987,146.97781695992987,0.0,0.0136846153719279,,,,,6,24,260,1,tle,10,283,10,646,0.8694015660705574,tle
ActiveInf-inspired,3688.0015576190167,149991.51363621312,258,581.3624559543144,136511684238.74995,45893677748.31963,66.38113579490046,1.1894509169151812,73.27409879287208,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,8.486363786669415,8.486363786669415,0.0,0.0316503849507381,,,,,6,24,260,1,tle,10,283,10,646,0.903625280863077,tle
LEO-DRL-inspired,3730.701413588759,149990.41070351982,258,581.3581810213947,136511684238.74995,48688279995.22723,64.33398337531708,1.1894509169151812,73.28529655351356,0,0,155,9,96,0,59.61538461538461,3.4615384615384617,36.92307692307692,0.0,9.589296480005345,9.589296480005345,0.0,0.057168846811132,,,,,6,24,260,1,tle,10,283,10,646,0.9140874969821996,tle
Hierarchical-RA-inspired,3689.540389943888,149991.51363621312,258,581.3624559543144,136511684238.74995,47866329413.82072,64.93609343350738,1.1894509169151812,73.27409879287208,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,8.486363786669415,8.486363786669415,0.0,0.0175342282790762,,,,,6,24,260,1,tle,10,283,10,646,0.9040023218621216,tle
DRL-UA-inspired,3831.9414918736993,149995.28717989317,258,581.3770820926092,136511684238.74995,50540816801.38034,62.976929716149584,1.1587762712800211,70.43279562948733,0,0,155,5,100,0,59.61538461538461,1.9230769230769231,38.46153846153846,0.0,4.712820106667095,4.712820106667095,0.0,0.0615861531024655,,,,,6,24,260,1,tle,10,283,10,646,0.938893097724378,tle
QoS-Multihop-projected,3731.0122816835774,149982.89793018656,258,581.3290617449092,136511684238.74995,50187096650.861465,63.236043177749146,1.1894509169151812,73.07173940014486,0,0,151,3,106,0,58.07692307692308,1.1538461538461535,40.76923076923077,0.0,17.102069813320753,17.102069813320753,0.0,0.0189988475400381,,,,,6,24,260,1,tle,10,283,10,646,0.9141636651359012,tle
DelayCost-adapted,3689.540389943888,149991.51363621312,258,581.3624559543144,136511684238.74995,47866329413.82072,64.93609343350738,1.1894509169151812,73.27409879287208,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,8.486363786669415,8.486363786669415,0.0,0.0162030762742058,,,,,6,24,260,1,tle,10,283,10,646,0.9040023218621216,tle
Heuristic-TVD,4081.339506234826,149442.44404074657,260,574.7786309259484,136511684238.74995,44811407109.942696,67.17394019432763,1.068663719582522,59.6264865122556,0,0,166,0,94,0,63.84615384615385,0.0,36.15384615384615,0.0,557.5559592533273,557.5559592533273,0.0,0.014743462536269,,,,,6,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3841.703866862346,84471.60335354663,260,324.89078212902547,139247165035.33093,92716456598.64308,33.415910783448766,15.228352328171663,82.87010930503372,0,0,83,1,176,0,31.923076923076923,0.3846153846153846,67.6923076923077,0.0,65528.39664645336,65528.39664645336,0.0,0.0107076924625569,,,,,7,24,260,1,tle,10,283,10,646,0.9703613568961206,tle
Energy-WSRPT,3561.2430898067983,149933.9823122131,258,581.1394663264074,139247165035.33093,48273321268.114105,65.33263621139733,1.1121057625824051,64.16984219567355,0,0,159,16,85,0,61.15384615384615,6.153846153846154,32.69230769230769,0.0,66.01768778666948,66.01768778666948,0.0,0.0129615394353794,,,,,7,24,260,1,tle,10,283,10,646,0.8995208367489926,tle
ActiveInf-inspired,3652.528306675934,149982.54397749322,258,581.327689835245,139247165035.33093,56406968189.09248,59.49147821086307,1.1894509169151812,78.5524571115958,0,0,157,0,103,0,60.38461538461539,0.0,39.61538461538461,0.0,17.456022506699696,17.456022506699696,0.0,0.0285769241879909,,,,,7,24,260,1,tle,10,283,10,646,0.922578222215311,tle
LEO-DRL-inspired,3743.15847176516,149984.51935391975,258,581.3353463330222,139247165035.33093,49002697831.09628,64.80883627421578,1.1445659766542424,71.26662353263306,0,0,162,8,90,0,62.30769230769231,3.076923076923077,34.61538461538461,0.0,15.480646080001804,15.480646080001804,0.0,0.0551165386031453,,,,,7,24,260,1,tle,10,283,10,646,0.9454701506458923,tle
Hierarchical-RA-inspired,3652.528306675934,149982.54397749322,258,581.327689835245,139247165035.33093,56406968189.09248,59.49147821086307,1.1894509169151812,78.5524571115958,0,0,157,0,103,0,60.38461538461539,0.0,39.61538461538461,0.0,17.456022506699696,17.456022506699696,0.0,0.015726538549643,,,,,7,24,260,1,tle,10,283,10,646,0.922578222215311,tle
DRL-UA-inspired,3809.9946366219856,149994.59983290645,258,581.3744179570017,139247165035.33093,52704679890.32466,62.15026720511545,1.1445659766542424,66.29339221326738,0,0,159,3,98,0,61.15384615384615,1.1538461538461535,37.69230769230769,0.0,5.4001670933420485,5.4001670933420485,0.0,0.0608288464718498,,,,,7,24,260,1,tle,10,283,10,646,0.9623520431258488,tle
QoS-Multihop-projected,3671.9712578605913,149991.92932090643,258,581.3640671352963,139247165035.33093,50305372547.21268,63.87332371581943,1.1445659766542424,77.6855910643064,0,0,159,9,92,0,61.15384615384615,3.4615384615384617,35.38461538461539,0.0,8.070679093342989,8.070679093342989,0.0,0.0199873084336734,,,,,7,24,260,1,tle,10,283,10,646,0.9274892432485428,tle
DelayCost-adapted,3652.528306675934,149982.54397749322,258,581.327689835245,139247165035.33093,56406968189.09248,59.49147821086307,1.1894509169151812,78.5524571115958,0,0,157,0,103,0,60.38461538461539,0.0,39.61538461538461,0.0,17.456022506699696,17.456022506699696,0.0,0.0146076927194371,,,,,7,24,260,1,tle,10,283,10,646,0.922578222215311,tle
Heuristic-TVD,3959.044576085287,149991.7065990932,259,579.118558297657,139247165035.33093,52829498415.9917,62.06062909604848,1.1445659766542122,67.90767177821218,0,0,166,1,93,0,63.84615384615385,0.3846153846153846,35.76923076923077,0.0,8.29340090670894,8.29340090670894,0.0,0.0149630766827613,,,,,7,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3671.688255100676,69650.02405391996,260,267.88470789969216,147675122448.8456,112633070526.46808,23.72915040887542,21.40239058197397,110.80630406202916,0,0,70,1,189,0,26.923076923076923,0.3846153846153846,72.6923076923077,0.0,80349.97594607998,80349.97594607998,0.0,0.0105476924755538,,,,,8,24,260,1,tle,10,283,10,646,0.9386920477483336,tle
Energy-WSRPT,3459.9907978831848,149895.4808892799,260,576.5210803433841,147675122448.8456,53968059183.72412,63.45487426129032,1.1445659766542424,70.5316990598103,0,0,153,14,93,0,58.84615384615385,5.384615384615385,35.76923076923077,0.0,104.51911071998352,104.51911071998352,0.0,0.0133034617577392,,,,,8,24,260,1,tle,10,283,10,646,0.8845701545449702,tle
ActiveInf-inspired,3485.028348183564,149989.19807631974,260,576.8815310627682,147675122448.8456,57513274792.00431,61.05418851985256,1.2567783273065891,70.5225365170427,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,10.801923679920437,10.801923679920437,0.0,0.029700000595767,,,,,8,24,260,1,tle,10,283,10,646,0.8909711743835732,tle
LEO-DRL-inspired,3605.524580688775,149988.1052278933,260,576.8773277995897,147675122448.8456,56915245585.5563,61.45915124920811,1.2567783273065891,76.79125063399275,0,0,151,1,108,0,58.07692307692308,0.3846153846153846,41.53846153846154,0.0,11.894772106579126,11.894772106579126,0.0,0.0556934610358439,,,,,8,24,260,1,tle,10,283,10,646,0.9217768548710564,tle
Hierarchical-RA-inspired,3495.430062512881,149989.19807631974,260,576.8815310627682,147675122448.8456,58785629690.648254,60.19259797058134,1.2567783273065891,70.5225365170427,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,10.801923679920437,10.801923679920437,0.0,0.0176438461774243,,,,,8,24,260,1,tle,10,283,10,646,0.8936304433207753,tle
DRL-UA-inspired,3595.7787639715066,149993.76261216,260,576.8990869698462,147675122448.8456,62596853829.98164,57.61178132649589,1.2567783273065891,77.40098003435585,0,0,150,4,106,0,57.69230769230769,1.5384615384615383,40.76923076923077,0.0,6.237387839938975,6.237387839938975,0.0,0.0630292308275014,,,,,8,24,260,1,tle,10,283,10,646,0.9192852706145216,tle
QoS-Multihop-projected,3581.881576542785,149989.73484773334,260,576.8835955682051,147675122448.8456,60037423067.66264,59.34493090502804,1.1894509169151812,70.5316990598103,0,0,155,1,104,0,59.61538461538461,0.3846153846153846,40.0,0.0,10.265152266652905,10.265152266652905,0.0,0.0190576917912739,,,,,8,24,260,1,tle,10,283,10,646,0.9157323602313244,tle
DelayCost-adapted,3492.408748033216,149989.19807631974,260,576.8815310627682,147675122448.8456,58516361119.27214,60.37493644906772,1.2567783273065891,70.5225365170427,0,0,150,19,91,0,57.69230769230769,7.3076923076923075,35.0,0.0,10.801923679920437,10.801923679920437,0.0,0.0158111546904994,,,,,8,24,260,1,tle,10,283,10,646,0.8928580237473357,tle
Heuristic-TVD,3911.4939387289537,146692.33453263997,260,564.2012866639999,147675122448.8456,65416934692.17298,55.70212937197103,1.1445659766542424,67.93118413079094,0,0,159,3,98,0,61.15384615384615,1.1538461538461535,37.69230769230769,0.0,3307.665467359916,3307.665467359916,0.0,0.0146457675817565,,,,,8,24,260,1,tle,10,283,10,646,1.0,tle
Deadline-Energy,3862.782155309361,65294.83820016,260,251.1339930775385,145047080871.27374,103933699835.82591,28.344852435834333,17.283230458310207,85.81569870800476,0,0,71,1,188,0,27.307692307692307,0.3846153846153846,72.3076923076923,0.0,84705.16179984,84705.16179984,0.0,0.0107842313949591,,,,,9,24,260,1,tle,10,283,10,646,0.9255621270798708,tle
Energy-WSRPT,3650.577902911266,149928.09562154658,258,581.116649695917,145047080871.27374,45977197060.80349,68.3018804758937,1.079645548510598,75.63911959440729,0,0,160,8,92,0,61.53846153846154,3.076923076923077,35.38461538461539,0.0,71.90437845331593,71.90437845331593,0.0,0.0133953859823612,,,,,9,24,260,1,tle,10,283,10,646,0.8747158170038514,tle
ActiveInf-inspired,3606.251813162284,149998.5902089065,258,581.3898845306455,145047080871.27374,48983814704.886185,66.2290241136543,1.1445659766542424,77.84406857597828,0,0,158,7,95,0,60.76923076923077,2.6923076923076925,36.53846153846154,0.0,1.4097910932952402,1.4097910932952402,0.0,0.0297950001997658,,,,,9,24,260,1,tle,10,283,10,646,0.8640948323705838,tle
LEO-DRL-inspired,3710.96154387724,149988.17452383976,258,581.3495136582936,145047080871.27374,39904758462.51596,72.48840981644395,1.1121057625824051,82.69640447134509,0,0,167,18,75,0,64.23076923076923,6.923076923076923,28.846153846153847,0.0,11.825476159993684,11.825476159993684,0.0,0.055970769160642,,,,,9,24,260,1,tle,10,283,10,646,0.8891843552040901,tle
Hierarchical-RA-inspired,3606.251813162284,149998.5902089065,258,581.3898845306455,145047080871.27374,48983814704.886185,66.2290241136543,1.1445659766542424,77.84406857597828,0,0,158,7,95,0,60.76923076923077,2.6923076923076925,36.53846153846154,0.0,1.4097910932952402,1.4097910932952402,0.0,0.0162915375907547,,,,,9,24,260,1,tle,10,283,10,646,0.8640948323705838,tle
DRL-UA-inspired,3771.50364782518,149809.82545354645,258,580.6582381920405,145047080871.27374,45569668721.26945,68.5828432757557,1.1121057625824051,85.22963924780593,0,0,159,14,87,0,61.15384615384615,5.384615384615385,33.46153846153846,0.0,190.17454645332407,190.17454645332407,0.0,0.0608657683747319,,,,,9,24,260,1,tle,10,283,10,646,0.9036908627561472,tle
QoS-Multihop-projected,3684.200398144517,149985.76905231993,258,581.3401901252711,145047080871.27374,46561940156.18493,67.8987402735063,1.1121057625824051,75.60062645471213,0,0,160,5,95,0,61.53846153846154,1.9230769230769231,36.53846153846154,0.0,14.230947679970456,14.230947679970456,0.0,0.0182896146165708,,,,,9,24,260,1,tle,10,283,10,646,0.8827721108756263,tle
DelayCost-adapted,3606.251813162284,149998.5902089065,258,581.3898845306455,145047080871.27374,48983814704.886185,66.2290241136543,1.1445659766542424,77.84406857597828,0,0,158,7,95,0,60.76923076923077,2.6923076923076925,36.53846153846154,0.0,1.4097910932952402,1.4097910932952402,0.0,0.0142869230610533,,,,,9,24,260,1,tle,10,283,10,646,0.8640948323705838,tle
Heuristic-TVD,4173.444485565067,149958.97988581323,260,576.7653072531278,145047080871.27374,43743545418.35658,69.84182986958692,0.9832486245364028,69.04075917778425,0,0,175,1,84,0,67.3076923076923,0.3846153846153846,32.30769230769231,0.0,41.02011418662119,41.02011418662119,0.0,0.0148446143542129,,,,,9,24,260,1,tle,10,283,10,646,1.0,tle
